[2019-08-09 17:23:31,941]: ---mrmd 2.0 start----
[2019-08-09 17:23:32,591]: ANOVA start...
[2019-08-09 17:23:32,795]: ANOVA end.
[2019-08-09 17:23:32,795]: mic start...
[2019-08-09 17:23:43,697]: mic end.
[2019-08-09 17:23:43,697]: mrmd start...
[2019-08-09 17:23:44,136]: mrmd end.
[2019-08-09 17:23:44,136]: mRMR start...
[2019-08-09 17:25:10,688]: mRMR end.
[2019-08-09 17:25:10,688]: lasso start...
[2019-08-09 17:25:16,951]: lasso end.
[2019-08-09 17:30:34,145]: rank start ...
[2019-08-09 17:30:34,168]: The final  rank is
[2019-08-09 17:30:34,168]: 82 : 0.0108
[2019-08-09 17:30:34,168]: 78 : 0.0104
[2019-08-09 17:30:34,450]: 43 : 0.0103
[2019-08-09 17:30:34,450]: 93 : 0.0103
[2019-08-09 17:30:34,450]: 65 : 0.0098
[2019-08-09 17:30:34,450]: 58 : 0.0097
[2019-08-09 17:30:34,450]: 36 : 0.0095
[2019-08-09 17:30:34,450]: 111 : 0.0095
[2019-08-09 17:30:34,450]: 79 : 0.0094
[2019-08-09 17:30:34,450]: 68 : 0.0094
[2019-08-09 17:30:34,450]: 98 : 0.0094
[2019-08-09 17:30:34,450]: 47 : 0.0094
[2019-08-09 17:30:34,450]: 4 : 0.0094
[2019-08-09 17:30:34,450]: 55 : 0.0094
[2019-08-09 17:30:34,450]: 50 : 0.0093
[2019-08-09 17:30:34,450]: 17 : 0.0093
[2019-08-09 17:30:34,450]: 49 : 0.0093
[2019-08-09 17:30:34,450]: 102 : 0.0093
[2019-08-09 17:30:34,450]: 59 : 0.0093
[2019-08-09 17:30:34,450]: 64 : 0.0092
[2019-08-09 17:30:34,450]: 25 : 0.0092
[2019-08-09 17:30:34,450]: 80 : 0.0092
[2019-08-09 17:30:34,450]: 72 : 0.0092
[2019-08-09 17:30:34,450]: 57 : 0.0091
[2019-08-09 17:30:34,450]: 114 : 0.0091
[2019-08-09 17:30:34,450]: 71 : 0.0091
[2019-08-09 17:30:34,450]: 14 : 0.0090
[2019-08-09 17:30:34,450]: 54 : 0.0090
[2019-08-09 17:30:34,450]: 32 : 0.0090
[2019-08-09 17:30:34,450]: 69 : 0.0090
[2019-08-09 17:30:34,450]: 53 : 0.0090
[2019-08-09 17:30:34,450]: 3 : 0.0090
[2019-08-09 17:30:34,450]: 46 : 0.0090
[2019-08-09 17:30:34,450]: 37 : 0.0089
[2019-08-09 17:30:34,450]: 67 : 0.0089
[2019-08-09 17:30:34,450]: 118 : 0.0089
[2019-08-09 17:30:34,450]: 70 : 0.0089
[2019-08-09 17:30:34,450]: 16 : 0.0088
[2019-08-09 17:30:34,450]: 48 : 0.0088
[2019-08-09 17:30:34,450]: 83 : 0.0088
[2019-08-09 17:30:34,450]: 92 : 0.0088
[2019-08-09 17:30:34,450]: 40 : 0.0087
[2019-08-09 17:30:34,450]: 51 : 0.0087
[2019-08-09 17:30:34,450]: 24 : 0.0087
[2019-08-09 17:30:34,450]: 87 : 0.0087
[2019-08-09 17:30:34,450]: 84 : 0.0087
[2019-08-09 17:30:34,450]: 115 : 0.0086
[2019-08-09 17:30:34,450]: 33 : 0.0086
[2019-08-09 17:30:34,450]: 90 : 0.0086
