[2019-08-02 21:07:28,930]: ---mrmd 2.0 start----
[2019-08-02 21:07:29,040]: ANOVA start...
[2019-08-02 21:07:29,077]: ANOVA end.
[2019-08-02 21:07:29,077]: mic start...
[2019-08-02 21:07:35,982]: mic end.
[2019-08-02 21:07:35,982]: mrmd start...
[2019-08-02 21:07:36,172]: mrmd end.
[2019-08-02 21:07:36,172]: mRMR start...
[2019-08-02 21:07:44,561]: mRMR end.
[2019-08-02 21:07:44,561]: lasso start...
[2019-08-02 21:07:44,601]: lasso end.
[2019-08-02 21:07:45,605]: rank start ...
[2019-08-02 21:07:45,615]: The final  rank is
[2019-08-02 21:07:45,615]: aromatic.uncharger.gap5 : 0.0080
[2019-08-02 21:07:45,615]: aromatic.uncharger.gap0 : 0.0078
[2019-08-02 21:07:45,615]: uncharger.postivecharger.gap0 : 0.0077
[2019-08-02 21:07:45,615]: uncharger.aromatic.gap5 : 0.0077
[2019-08-02 21:07:45,615]: uncharger.aromatic.gap1 : 0.0077
[2019-08-02 21:07:45,615]: alphaticr.alphaticr.gap5 : 0.0077
[2019-08-02 21:07:45,615]: uncharger.uncharger.gap3 : 0.0077
[2019-08-02 21:07:45,615]: aromatic.uncharger.gap4 : 0.0077
[2019-08-02 21:07:45,615]: alphaticr.alphaticr.gap0 : 0.0077
[2019-08-02 21:07:45,615]: postivecharger.negativecharger.gap5 : 0.0076
[2019-08-02 21:07:45,615]: aromatic.negativecharger.gap0 : 0.0076
[2019-08-02 21:07:45,625]: aromatic.postivecharger.gap5 : 0.0076
[2019-08-02 21:07:45,625]: alphaticr.postivecharger.gap3 : 0.0076
[2019-08-02 21:07:45,625]: aromatic.uncharger.gap2 : 0.0076
[2019-08-02 21:07:45,625]: postivecharger.postivecharger.gap4 : 0.0076
[2019-08-02 21:07:45,625]: postivecharger.uncharger.gap5 : 0.0076
[2019-08-02 21:07:45,625]: uncharger.postivecharger.gap2 : 0.0076
[2019-08-02 21:07:45,625]: postivecharger.uncharger.gap3 : 0.0075
[2019-08-02 21:07:45,625]: alphaticr.aromatic.gap2 : 0.0075
[2019-08-02 21:07:45,625]: uncharger.postivecharger.gap1 : 0.0075
[2019-08-02 21:07:45,625]: alphaticr.postivecharger.gap2 : 0.0075
[2019-08-02 21:07:45,625]: uncharger.negativecharger.gap1 : 0.0075
[2019-08-02 21:07:45,625]: aromatic.alphaticr.gap4 : 0.0075
[2019-08-02 21:07:45,625]: postivecharger.alphaticr.gap3 : 0.0074
[2019-08-02 21:07:45,625]: uncharger.alphaticr.gap5 : 0.0074
[2019-08-02 21:07:45,625]: postivecharger.uncharger.gap0 : 0.0074
[2019-08-02 21:07:45,625]: negativecharger.alphaticr.gap4 : 0.0074
[2019-08-02 21:07:45,625]: postivecharger.aromatic.gap3 : 0.0074
[2019-08-02 21:07:45,625]: postivecharger.postivecharger.gap1 : 0.0074
[2019-08-02 21:07:45,625]: negativecharger.uncharger.gap2 : 0.0074
[2019-08-02 21:07:45,625]: alphaticr.alphaticr.gap4 : 0.0074
[2019-08-02 21:07:45,625]: postivecharger.alphaticr.gap0 : 0.0074
[2019-08-02 21:07:45,625]: uncharger.alphaticr.gap0 : 0.0074
[2019-08-02 21:07:45,625]: uncharger.aromatic.gap0 : 0.0073
[2019-08-02 21:07:45,625]: negativecharger.alphaticr.gap3 : 0.0073
[2019-08-02 21:07:45,625]: uncharger.uncharger.gap2 : 0.0073
[2019-08-02 21:07:45,625]: alphaticr.alphaticr.gap1 : 0.0073
[2019-08-02 21:07:45,625]: uncharger.alphaticr.gap2 : 0.0073
[2019-08-02 21:07:45,625]: alphaticr.negativecharger.gap3 : 0.0073
[2019-08-02 21:07:45,625]: uncharger.alphaticr.gap1 : 0.0073
[2019-08-02 21:07:45,625]: postivecharger.uncharger.gap2 : 0.0073
[2019-08-02 21:07:45,625]: negativecharger.alphaticr.gap0 : 0.0073
[2019-08-02 21:07:45,625]: postivecharger.uncharger.gap4 : 0.0073
[2019-08-02 21:07:45,625]: aromatic.negativecharger.gap5 : 0.0073
[2019-08-02 21:07:45,625]: uncharger.postivecharger.gap4 : 0.0073
[2019-08-02 21:07:45,625]: uncharger.postivecharger.gap5 : 0.0072
[2019-08-02 21:07:45,625]: negativecharger.aromatic.gap2 : 0.0072
[2019-08-02 21:07:45,625]: aromatic.uncharger.gap1 : 0.0072
[2019-08-02 21:07:45,625]: uncharger.negativecharger.gap5 : 0.0072
[2019-08-02 21:07:45,625]: uncharger.aromatic.gap4 : 0.0071
[2019-08-02 21:07:45,625]: postivecharger.alphaticr.gap1 : 0.0071
[2019-08-02 21:07:45,625]: postivecharger.aromatic.gap5 : 0.0070
[2019-08-02 21:07:45,625]: alphaticr.negativecharger.gap5 : 0.0070
[2019-08-02 21:07:45,625]: negativecharger.negativecharger.gap2 : 0.0070
