[2019-09-11 19:37:15,840]: ---mrmd 2.0 start----
[2019-09-11 19:37:16,411]: ANOVA start...
[2019-09-11 19:37:16,563]: ANOVA end.
[2019-09-11 19:37:16,564]: mic start...
[2019-09-11 19:37:25,139]: mic end.
[2019-09-11 19:37:25,139]: mrmd start...
[2019-09-11 19:37:25,742]: mrmd end.
[2019-09-11 19:37:25,743]: mRMR start...
[2019-09-11 19:38:21,664]: mRMR end.
[2019-09-11 19:38:21,664]: lasso start...
[2019-09-11 19:38:21,875]: lasso end.
[2019-09-11 19:38:21,876]: chi2 start...
[2019-09-11 19:38:22,013]: chi2 end.
[2019-09-11 19:38:22,013]: ref start...
[2019-09-11 19:38:31,534]: ref end.
[2019-09-11 19:38:31,539]: rank start ...
[2019-09-11 19:38:31,551]: The final  rank is
[2019-09-11 19:38:31,551]: 160 : 0.0067
[2019-09-11 19:38:31,551]: 7 : 0.0066
[2019-09-11 19:38:31,551]: 32 : 0.0066
[2019-09-11 19:38:31,552]: 53 : 0.0066
[2019-09-11 19:38:31,552]: 9 : 0.0065
[2019-09-11 19:38:31,552]: 139 : 0.0064
[2019-09-11 19:38:31,552]: 184 : 0.0063
[2019-09-11 19:38:31,552]: 186 : 0.0063
[2019-09-11 19:38:31,552]: 154 : 0.0061
[2019-09-11 19:38:31,552]: 143 : 0.0061
[2019-09-11 19:38:31,552]: 145 : 0.0061
[2019-09-11 19:38:31,552]: 39 : 0.0060
[2019-09-11 19:38:31,552]: 110 : 0.0060
[2019-09-11 19:38:31,553]: 105 : 0.0059
[2019-09-11 19:38:31,553]: 177 : 0.0059
[2019-09-11 19:38:31,553]: 111 : 0.0059
[2019-09-11 19:38:31,553]: 25 : 0.0059
[2019-09-11 19:38:31,553]: 67 : 0.0059
[2019-09-11 19:38:31,553]: 150 : 0.0059
[2019-09-11 19:38:31,553]: 178 : 0.0059
[2019-09-11 19:38:31,553]: 183 : 0.0059
[2019-09-11 19:38:31,553]: 72 : 0.0059
[2019-09-11 19:38:31,553]: 159 : 0.0059
[2019-09-11 19:38:31,554]: 134 : 0.0059
[2019-09-11 19:38:31,554]: 92 : 0.0059
[2019-09-11 19:38:31,554]: 52 : 0.0058
[2019-09-11 19:38:31,554]: 102 : 0.0058
[2019-09-11 19:38:31,554]: 95 : 0.0058
[2019-09-11 19:38:31,554]: 75 : 0.0058
[2019-09-11 19:38:31,554]: 54 : 0.0058
