[2019-08-02 21:01:00,952]: ---mrmd 2.0 start----
[2019-08-02 21:01:01,522]: ANOVA start...
[2019-08-02 21:01:01,532]: ANOVA end.
[2019-08-02 21:01:01,532]: mic start...
[2019-08-02 21:01:09,614]: mic end.
[2019-08-02 21:01:09,614]: mrmd start...
[2019-08-02 21:01:09,801]: mrmd end.
[2019-08-02 21:01:09,801]: mRMR start...
[2019-08-02 21:01:19,160]: mRMR end.
[2019-08-02 21:01:19,160]: lasso start...
[2019-08-02 21:01:20,114]: lasso end.
[2019-08-02 21:01:21,697]: rank start ...
[2019-08-02 21:01:21,703]: The final  rank is
[2019-08-02 21:01:21,703]: aromatic.uncharger.gap5 : 0.0080
[2019-08-02 21:01:21,703]: aromatic.uncharger.gap0 : 0.0078
[2019-08-02 21:01:21,703]: uncharger.postivecharger.gap0 : 0.0077
[2019-08-02 21:01:21,703]: uncharger.aromatic.gap5 : 0.0077
[2019-08-02 21:01:21,703]: uncharger.aromatic.gap1 : 0.0077
[2019-08-02 21:01:21,703]: alphaticr.alphaticr.gap5 : 0.0077
[2019-08-02 21:01:21,703]: uncharger.uncharger.gap3 : 0.0077
[2019-08-02 21:01:21,703]: aromatic.uncharger.gap4 : 0.0077
[2019-08-02 21:01:21,703]: alphaticr.alphaticr.gap0 : 0.0077
[2019-08-02 21:01:21,703]: postivecharger.negativecharger.gap5 : 0.0076
[2019-08-02 21:01:21,703]: aromatic.negativecharger.gap0 : 0.0076
[2019-08-02 21:01:21,703]: aromatic.postivecharger.gap5 : 0.0076
[2019-08-02 21:01:21,703]: alphaticr.postivecharger.gap3 : 0.0076
[2019-08-02 21:01:21,703]: aromatic.uncharger.gap2 : 0.0076
[2019-08-02 21:01:21,703]: postivecharger.postivecharger.gap4 : 0.0076
[2019-08-02 21:01:21,703]: postivecharger.uncharger.gap5 : 0.0076
[2019-08-02 21:01:21,703]: uncharger.postivecharger.gap2 : 0.0076
[2019-08-02 21:01:21,703]: postivecharger.uncharger.gap3 : 0.0075
[2019-08-02 21:01:21,703]: alphaticr.aromatic.gap2 : 0.0075
[2019-08-02 21:01:21,703]: uncharger.postivecharger.gap1 : 0.0075
[2019-08-02 21:01:21,703]: alphaticr.postivecharger.gap2 : 0.0075
[2019-08-02 21:01:21,703]: uncharger.negativecharger.gap1 : 0.0075
[2019-08-02 21:01:21,703]: aromatic.alphaticr.gap4 : 0.0075
[2019-08-02 21:01:21,703]: postivecharger.alphaticr.gap3 : 0.0074
[2019-08-02 21:01:21,703]: uncharger.alphaticr.gap5 : 0.0074
[2019-08-02 21:01:21,703]: postivecharger.uncharger.gap0 : 0.0074
[2019-08-02 21:01:21,703]: negativecharger.alphaticr.gap4 : 0.0074
[2019-08-02 21:01:21,703]: postivecharger.aromatic.gap3 : 0.0074
[2019-08-02 21:01:21,703]: postivecharger.postivecharger.gap1 : 0.0074
[2019-08-02 21:01:21,703]: negativecharger.uncharger.gap2 : 0.0074
[2019-08-02 21:01:21,703]: alphaticr.alphaticr.gap4 : 0.0074
[2019-08-02 21:01:21,703]: postivecharger.alphaticr.gap0 : 0.0074
[2019-08-02 21:01:21,703]: uncharger.alphaticr.gap0 : 0.0074
[2019-08-02 21:01:21,703]: uncharger.aromatic.gap0 : 0.0073
[2019-08-02 21:01:21,703]: negativecharger.alphaticr.gap3 : 0.0073
[2019-08-02 21:01:21,703]: uncharger.uncharger.gap2 : 0.0073
[2019-08-02 21:01:21,703]: alphaticr.alphaticr.gap1 : 0.0073
[2019-08-02 21:01:21,703]: uncharger.alphaticr.gap2 : 0.0073
[2019-08-02 21:01:21,703]: alphaticr.negativecharger.gap3 : 0.0073
[2019-08-02 21:01:21,703]: uncharger.alphaticr.gap1 : 0.0073
[2019-08-02 21:01:21,703]: postivecharger.uncharger.gap2 : 0.0073
[2019-08-02 21:01:21,703]: negativecharger.alphaticr.gap0 : 0.0073
[2019-08-02 21:01:21,713]: postivecharger.uncharger.gap4 : 0.0073
[2019-08-02 21:01:21,713]: aromatic.negativecharger.gap5 : 0.0073
[2019-08-02 21:01:21,713]: uncharger.postivecharger.gap4 : 0.0073
[2019-08-02 21:01:21,713]: uncharger.postivecharger.gap5 : 0.0072
[2019-08-02 21:01:21,713]: negativecharger.aromatic.gap2 : 0.0072
[2019-08-02 21:01:21,713]: aromatic.uncharger.gap1 : 0.0072
[2019-08-02 21:01:21,713]: uncharger.negativecharger.gap5 : 0.0072
[2019-08-02 21:01:21,713]: uncharger.aromatic.gap4 : 0.0071
[2019-08-02 21:01:21,713]: postivecharger.alphaticr.gap1 : 0.0071
[2019-08-02 21:01:21,713]: postivecharger.aromatic.gap5 : 0.0070
[2019-08-02 21:01:21,713]: alphaticr.negativecharger.gap5 : 0.0070
[2019-08-02 21:01:21,713]: negativecharger.negativecharger.gap2 : 0.0070
[2019-08-02 21:01:21,713]: negativecharger.postivecharger.gap2 : 0.0069
[2019-08-02 21:01:21,713]: aromatic.postivecharger.gap4 : 0.0069
[2019-08-02 21:01:21,713]: aromatic.alphaticr.gap5 : 0.0069
[2019-08-02 21:01:21,713]: postivecharger.negativecharger.gap0 : 0.0069
[2019-08-02 21:01:21,713]: uncharger.aromatic.gap3 : 0.0068
[2019-08-02 21:01:21,713]: postivecharger.postivecharger.gap5 : 0.0067
[2019-08-02 21:01:21,713]: negativecharger.aromatic.gap3 : 0.0067
[2019-08-02 21:01:21,713]: negativecharger.alphaticr.gap5 : 0.0067
[2019-08-02 21:01:21,713]: negativecharger.postivecharger.gap4 : 0.0067
[2019-08-02 21:01:21,713]: negativecharger.uncharger.gap1 : 0.0067
[2019-08-02 21:01:21,713]: postivecharger.negativecharger.gap1 : 0.0066
[2019-08-02 21:01:21,713]: uncharger.alphaticr.gap3 : 0.0066
[2019-08-02 21:01:21,713]: postivecharger.aromatic.gap1 : 0.0066
[2019-08-02 21:01:21,713]: aromatic.aromatic.gap0 : 0.0066
[2019-08-02 21:01:21,713]: alphaticr.negativecharger.gap0 : 0.0066
[2019-08-02 21:01:21,713]: negativecharger.uncharger.gap5 : 0.0066
[2019-08-02 21:01:21,713]: aromatic.negativecharger.gap2 : 0.0065
[2019-08-02 21:01:21,713]: postivecharger.alphaticr.gap2 : 0.0065
[2019-08-02 21:01:21,713]: aromatic.negativecharger.gap1 : 0.0065
[2019-08-02 21:01:21,713]: aromatic.postivecharger.gap0 : 0.0065
[2019-08-02 21:01:21,713]: negativecharger.aromatic.gap1 : 0.0065
[2019-08-02 21:01:21,713]: alphaticr.uncharger.gap0 : 0.0065
[2019-08-02 21:01:21,713]: alphaticr.uncharger.gap5 : 0.0065
[2019-08-02 21:01:21,713]: postivecharger.negativecharger.gap2 : 0.0065
[2019-08-02 21:01:21,713]: aromatic.aromatic.gap5 : 0.0065
[2019-08-02 21:01:21,713]: postivecharger.postivecharger.gap2 : 0.0065
[2019-08-02 21:01:21,713]: negativecharger.postivecharger.gap1 : 0.0065
[2019-08-02 21:01:21,713]: aromatic.alphaticr.gap1 : 0.0064
[2019-08-02 21:01:21,713]: negativecharger.aromatic.gap5 : 0.0064
[2019-08-02 21:01:21,713]: negativecharger.negativecharger.gap4 : 0.0064
[2019-08-02 21:01:21,713]: alphaticr.negativecharger.gap4 : 0.0064
[2019-08-02 21:01:21,713]: alphaticr.postivecharger.gap5 : 0.0064
[2019-08-02 21:01:21,713]: uncharger.negativecharger.gap4 : 0.0064
[2019-08-02 21:01:21,713]: negativecharger.uncharger.gap4 : 0.0064
[2019-08-02 21:01:21,713]: negativecharger.negativecharger.gap5 : 0.0064
[2019-08-02 21:01:21,713]: postivecharger.negativecharger.gap4 : 0.0064
[2019-08-02 21:01:21,713]: uncharger.negativecharger.gap0 : 0.0064
[2019-08-02 21:01:21,713]: aromatic.postivecharger.gap3 : 0.0064
[2019-08-02 21:01:21,713]: negativecharger.alphaticr.gap1 : 0.0064
[2019-08-02 21:01:21,713]: alphaticr.aromatic.gap5 : 0.0064
[2019-08-02 21:01:21,713]: alphaticr.negativecharger.gap1 : 0.0064
[2019-08-02 21:01:21,713]: aromatic.aromatic.gap4 : 0.0063
[2019-08-02 21:01:21,713]: alphaticr.uncharger.gap2 : 0.0063
[2019-08-02 21:01:21,713]: alphaticr.postivecharger.gap4 : 0.0063
[2019-08-02 21:01:21,713]: negativecharger.postivecharger.gap0 : 0.0063
[2019-08-02 21:01:21,713]: postivecharger.uncharger.gap1 : 0.0063
[2019-08-02 21:01:21,713]: alphaticr.aromatic.gap1 : 0.0063
[2019-08-02 21:01:21,713]: aromatic.aromatic.gap1 : 0.0063
[2019-08-02 21:01:21,713]: uncharger.negativecharger.gap2 : 0.0063
[2019-08-02 21:01:21,713]: postivecharger.aromatic.gap4 : 0.0063
[2019-08-02 21:01:21,723]: uncharger.aromatic.gap2 : 0.0063
[2019-08-02 21:01:21,723]: alphaticr.alphaticr.gap3 : 0.0063
[2019-08-02 21:01:21,723]: postivecharger.alphaticr.gap4 : 0.0063
[2019-08-02 21:01:21,723]: negativecharger.negativecharger.gap1 : 0.0063
[2019-08-02 21:01:21,723]: postivecharger.alphaticr.gap5 : 0.0062
[2019-08-02 21:01:21,723]: alphaticr.alphaticr.gap2 : 0.0062
[2019-08-02 21:01:21,723]: negativecharger.uncharger.gap0 : 0.0062
[2019-08-02 21:01:21,723]: postivecharger.postivecharger.gap0 : 0.0062
[2019-08-02 21:01:21,723]: negativecharger.aromatic.gap4 : 0.0062
[2019-08-02 21:01:21,723]: alphaticr.postivecharger.gap1 : 0.0062
[2019-08-02 21:01:21,723]: postivecharger.aromatic.gap2 : 0.0062
[2019-08-02 21:01:21,723]: aromatic.aromatic.gap2 : 0.0062
[2019-08-02 21:01:21,723]: alphaticr.negativecharger.gap2 : 0.0062
[2019-08-02 21:01:21,723]: negativecharger.postivecharger.gap3 : 0.0062
[2019-08-02 21:01:21,723]: negativecharger.negativecharger.gap0 : 0.0062
[2019-08-02 21:01:21,723]: aromatic.negativecharger.gap3 : 0.0062
[2019-08-02 21:01:21,723]: alphaticr.aromatic.gap3 : 0.0062
[2019-08-02 21:01:21,723]: postivecharger.aromatic.gap0 : 0.0062
[2019-08-02 21:01:21,723]: negativecharger.alphaticr.gap2 : 0.0061
[2019-08-02 21:01:21,723]: alphaticr.aromatic.gap0 : 0.0061
[2019-08-02 21:01:21,723]: negativecharger.aromatic.gap0 : 0.0061
[2019-08-02 21:01:21,723]: negativecharger.postivecharger.gap5 : 0.0061
[2019-08-02 21:01:21,723]: uncharger.uncharger.gap0 : 0.0061
[2019-08-02 21:01:21,723]: aromatic.postivecharger.gap1 : 0.0061
[2019-08-02 21:01:21,723]: aromatic.uncharger.gap3 : 0.0061
[2019-08-02 21:01:21,723]: negativecharger.uncharger.gap3 : 0.0061
[2019-08-02 21:01:21,723]: aromatic.negativecharger.gap4 : 0.0061
[2019-08-02 21:01:21,723]: uncharger.negativecharger.gap3 : 0.0061
[2019-08-02 21:01:21,723]: uncharger.uncharger.gap1 : 0.0060
[2019-08-02 21:01:21,723]: negativecharger.negativecharger.gap3 : 0.0060
[2019-08-02 21:01:21,723]: alphaticr.aromatic.gap4 : 0.0059
[2019-08-02 21:01:21,723]: aromatic.postivecharger.gap2 : 0.0059
[2019-08-02 21:01:21,723]: uncharger.uncharger.gap4 : 0.0059
[2019-08-02 21:01:21,723]: uncharger.alphaticr.gap4 : 0.0058
[2019-08-02 21:01:21,723]: alphaticr.postivecharger.gap0 : 0.0057
[2019-08-02 21:01:21,723]: uncharger.postivecharger.gap3 : 0.0056
[2019-08-02 21:01:21,723]: postivecharger.postivecharger.gap3 : 0.0056
[2019-08-02 21:01:21,723]: alphaticr.uncharger.gap3 : 0.0055
[2019-08-02 21:01:21,723]: alphaticr.uncharger.gap4 : 0.0055
[2019-08-02 21:01:21,723]: aromatic.alphaticr.gap0 : 0.0055
[2019-08-02 21:01:21,723]: alphaticr.uncharger.gap1 : 0.0055
[2019-08-02 21:01:21,723]: aromatic.alphaticr.gap2 : 0.0055
