length,accuracy,f1,precision,recall,roc
1,0.6630,0.6559,0.6620,0.6630,0.6483
21,0.8587,0.8574,0.8614,0.8587,0.8510
41,0.8370,0.8367,0.8367,0.8370,0.8338
61,0.8261,0.8256,0.8259,0.8261,0.8216
81,0.8261,0.8261,0.8261,0.8261,0.8240
101,0.8370,0.8367,0.8367,0.8370,0.8338
121,0.8261,0.8261,0.8261,0.8261,0.8240
141,0.8261,0.8261,0.8261,0.8261,0.8240
161,0.8370,0.8367,0.8367,0.8370,0.8338
178,0.8696,0.8687,0.8712,0.8696,0.8632
