class,uncharger.uncharger.gap3,alphaticr.alphaticr.gap4,aromatic.uncharger.gap0,postivecharger.aromatic.gap3,uncharger.postivecharger.gap2,aromatic.uncharger.gap4,uncharger.aromatic.gap5,aromatic.negativecharger.gap0,negativecharger.alphaticr.gap4,postivecharger.negativecharger.gap5
1.0,0.11933174224343675,0.13875598086124402,0.030805687203791468,0.014319809069212413,0.047619047619047616,0.019138755980861243,0.023980815347721826,0.0,0.03349282296650718,0.011990407673860913
1.0,0.07,0.22055137844611528,0.034739454094292806,0.0175,0.034912718204488775,0.017543859649122806,0.02261306532663317,0.0,0.03759398496240601,0.01256281407035176
1.0,0.1217391304347826,0.10526315789473684,0.00847457627118644,0.0,0.04310344827586207,0.008771929824561403,0.017699115044247787,0.0,0.0,0.017699115044247787
1.0,0.08996539792387544,0.15625,0.0273972602739726,0.010380622837370242,0.027586206896551724,0.017361111111111112,0.024390243902439025,0.010273972602739724,0.03125,0.013937282229965157
1.0,0.15169660678642716,0.108,0.03968253968253968,0.0059880239520958105,0.035856573705179286,0.022,0.032064128256513016,0.005952380952380952,0.032,0.016032064128256508
1.0,0.19444444444444445,0.09280742459396753,0.027586206896551724,0.009259259259259259,0.03233256351039261,0.023201856148491882,0.03023255813953488,0.011494252873563218,0.03016241299303944,0.011627906976744186
1.0,0.16367713004484305,0.12134831460674154,0.0334075723830735,0.004484304932735426,0.03355704697986577,0.0202247191011236,0.027027027027027032,0.008908685968819599,0.015730337078651686,0.009009009009009007
1.0,0.07894736842105263,0.16556291390728478,0.01935483870967742,0.013157894736842105,0.0392156862745098,0.039735099337748346,0.03333333333333333,0.012903225806451613,0.039735099337748346,0.013333333333333334
1.0,0.15,0.09243697478991596,0.04065040650406504,0.016666666666666666,0.016528925619834708,0.03361344537815126,0.03389830508474576,0.0,0.025210084033613446,0.0
1.0,0.16129032258064516,0.10569105691056913,0.023622047244094488,0.008064516129032258,0.056,0.0,0.024590163934426236,0.0,0.024390243902439025,0.008196721311475409
1.0,0.13636363636363635,0.08629441624365483,0.01990049751243781,0.005050505050505051,0.055276381909547735,0.015228426395939087,0.015306122448979591,0.009950248756218905,0.030456852791878174,0.020408163265306117
1.0,0.15898617511520738,0.16628175519630484,0.01601830663615561,0.002304147465437788,0.05517241379310345,0.013856812933025405,0.018518518518518517,0.0022883295194508014,0.02309468822170901,0.013888888888888888
1.0,0.1095505617977528,0.12112676056338027,0.036211699164345405,0.0,0.036414565826330535,0.01971830985915493,0.01977401129943503,0.008356545961002786,0.04507042253521127,0.011299435028248588
1.0,0.054054054054054064,0.12727272727272726,0.017543859649122806,0.009009009009009007,0.04464285714285714,0.00909090909090909,0.027522935779816515,0.008771929824561403,0.045454545454545456,0.01834862385321101
1.0,0.1024390243902439,0.06372549019607843,0.019230769230769232,0.00975609756097561,0.07281553398058252,0.0196078431372549,0.019704433497536943,0.0,0.029411764705882363,0.009852216748768471
1.0,0.1352549889135255,0.12222222222222222,0.028634361233480177,0.017738359201773836,0.04646017699115045,0.024444444444444446,0.024498886414253896,0.006607929515418502,0.03777777777777778,0.0133630289532294
1.0,0.0859375,0.08661417322834647,0.03053435114503817,0.015625,0.03875968992248062,0.015748031496062992,0.047619047619047616,0.0076335877862595426,0.015748031496062992,0.015873015873015872
1.0,0.10526315789473684,0.10638297872340426,0.010204081632653059,0.010526315789473684,0.0625,0.0425531914893617,0.03225806451612903,0.0,0.02127659574468085,0.010752688172043013
1.0,0.07017543859649122,0.13274336283185842,0.034188034188034185,0.017543859649122806,0.08695652173913042,0.02654867256637168,0.017857142857142856,0.0,0.04424778761061947,0.026785714285714284
1.0,0.10021786492374728,0.12882096069868995,0.032467532467532464,0.015250544662309368,0.060869565217391314,0.015283842794759825,0.01312910284463895,0.0021645021645021645,0.03275109170305677,0.024070021881838075
1.0,0.06470588235294117,0.1834319526627219,0.011560693641618495,0.0,0.05847953216374269,0.02958579881656805,0.017857142857142856,0.0057803468208092465,0.0,0.0
1.0,0.16153846153846155,0.10810810810810813,0.04182509505703422,0.003846153846153847,0.0421455938697318,0.027027027027027032,0.034883720930232565,0.0076045627376425855,0.023166023166023158,0.007751937984496123
1.0,0.12432432432432433,0.16304347826086954,0.010638297872340424,0.0,0.053763440860215055,0.005434782608695652,0.01092896174863388,0.005319148936170214,0.016304347826086956,0.02185792349726776
1.0,0.12189616252821672,0.09728506787330317,0.033632286995515695,0.01805869074492099,0.0472972972972973,0.024886877828054297,0.034013605442176874,0.004484304932735426,0.03619909502262444,0.018140589569160998
1.0,0.07272727272727272,0.12844036697247707,0.008849557522123894,0.01818181818181818,0.027027027027027032,0.009174311926605505,0.0,0.0,0.03669724770642202,0.037037037037037035
1.0,0.1015801354401806,0.03619909502262444,0.035874439461883414,0.0067720090293453715,0.08333333333333333,0.045248868778280535,0.036281179138321996,0.03139013452914798,0.03167420814479638,0.03854875283446712
1.0,0.13131313131313133,0.010204081632653059,0.0392156862745098,0.010101010101010102,0.11,0.051020408163265314,0.010309278350515464,0.0,0.0,0.05154639175257732
1.0,0.10408921933085502,0.06343283582089553,0.02205882352941177,0.0037174721189591076,0.07037037037037037,0.05970149253731344,0.0149812734082397,0.018382352941176468,0.022388059701492536,0.0149812734082397
1.0,0.09701492537313433,0.06982543640897755,0.03209876543209877,0.00746268656716418,0.06947890818858561,0.022443890274314208,0.0125,0.012345679012345678,0.05236907730673317,0.05
1.0,0.12307692307692307,0.10424710424710423,0.019011406844106463,0.007692307692307694,0.06896551724137931,0.011583011583011579,0.02325581395348837,0.0038022813688212928,0.03088803088803089,0.011627906976744186
1.0,0.12315270935960593,0.04455445544554455,0.04854368932038835,0.009852216748768471,0.10784313725490197,0.04455445544554455,0.024875621890547258,0.0048543689320388345,0.01485148514851485,0.024875621890547258
1.0,0.09090909090909093,0.14465408805031446,0.012422360248447204,0.0,0.046875,0.025157232704402517,0.006309148264984227,0.0,0.040880503144654086,0.01577287066246057
1.0,0.07107843137254903,0.10565110565110564,0.0170316301703163,0.0024509803921568627,0.04400977995110025,0.014742014742014744,0.009852216748768471,0.004866180048661801,0.04668304668304668,0.04433497536945813
1.0,0.08577878103837472,0.04751131221719457,0.02466367713004484,0.011286681715575621,0.09684684684684684,0.045248868778280535,0.015873015873015872,0.02914798206278027,0.027149321266968326,0.040816326530612235
0.0,0.07758620689655173,0.13043478260869565,0.008403361344537815,0.008620689655172414,0.034188034188034185,0.008695652173913044,0.0,0.008403361344537815,0.060869565217391314,0.02631578947368421
0.0,0.04918032786885247,0.12396694214876032,0.024,0.008196721311475409,0.032520325203252036,0.0,0.016666666666666666,0.0,0.08264462809917356,0.025
0.0,0.051020408163265314,0.13402061855670105,0.0,0.010204081632653059,0.101010101010101,0.0,0.0,0.0,0.020618556701030927,0.010416666666666666
0.0,0.054945054945054944,0.14444444444444446,0.0,0.01098901098901099,0.07608695652173914,0.0,0.0,0.0,0.03333333333333333,0.011235955056179777
0.0,0.045045045045045036,0.16363636363636366,0.017543859649122806,0.0,0.03571428571428571,0.00909090909090909,0.0,0.0,0.027272727272727268,0.027522935779816515
0.0,0.05084745762711865,0.11965811965811965,0.016528925619834708,0.0,0.05882352941176471,0.008547008547008548,0.008620689655172414,0.0,0.02564102564102564,0.04310344827586207
0.0,0.09565217391304348,0.14912280701754385,0.01694915254237288,0.008695652173913044,0.017241379310344827,0.0,0.008849557522123894,0.0,0.03508771929824561,0.008849557522123894
0.0,0.11716621253405995,0.1366120218579235,0.024324324324324333,0.010899182561307902,0.03804347826086957,0.01912568306010929,0.00821917808219178,0.0027027027027027037,0.060109289617486336,0.019178082191780826
0.0,0.0761904761904762,0.08653846153846154,0.0,0.01904761904761905,0.04716981132075472,0.019230769230769232,0.009708737864077669,0.027777777777777776,0.0673076923076923,0.0
0.0,0.07,0.13131313131313133,0.0,0.01,0.04950495049504952,0.020202020202020204,0.010204081632653059,0.009708737864077669,0.101010101010101,0.0
0.0,0.06772908366533864,0.1,0.015748031496062992,0.011952191235059759,0.03968253968253968,0.024,0.012048192771084338,0.015748031496062992,0.04,0.028112449799196783
0.0,0.13821138211382114,0.12052117263843648,0.014563106796116504,0.004878048780487805,0.03409090909090909,0.013029315960912051,0.01794453507340946,0.0048543689320388345,0.043973941368078175,0.013050570962479607
0.0,0.12563667232597622,0.1445578231292517,0.006756756756756757,0.0050933786078098476,0.04067796610169491,0.005102040816326529,0.01192504258943782,0.005067567567567568,0.04591836734693878,0.015332197614991482
0.0,0.09536784741144416,0.10382513661202186,0.021621621621621626,0.010899182561307902,0.016304347826086956,0.030054644808743168,0.030136986301369864,0.016216216216216217,0.0546448087431694,0.01643835616438356
0.0,0.11494252873563215,0.08461538461538462,0.045454545454545456,0.02681992337164751,0.05725190839694656,0.038461538461538464,0.057915057915057924,0.01893939393939394,0.04615384615384616,0.0
0.0,0.13679245283018868,0.1607565011820331,0.01873536299765808,0.009433962264150943,0.03058823529411765,0.018912529550827426,0.023696682464454968,0.00468384074941452,0.030732860520094562,0.016587677725118485
0.0,0.13399503722084366,0.11442786069651742,0.024630541871921183,0.01240694789081886,0.0396039603960396,0.02985074626865672,0.027431421446384042,0.0049261083743842365,0.032338308457711434,0.022443890274314208
0.0,0.11148648648648647,0.06779661016949153,0.026755852842809364,0.01689189189189189,0.043771043771043766,0.02711864406779661,0.034013605442176874,0.016722408026755852,0.03728813559322034,0.023809523809523808
0.0,0.13900414937759334,0.07276507276507277,0.024742268041237112,0.012448132780082987,0.041407867494824016,0.033264033264033266,0.0375,0.012371134020618556,0.031185031185031187,0.022916666666666658
0.0,0.10967741935483873,0.08620689655172414,0.02991452991452992,0.008602150537634409,0.04291845493562232,0.040948275862068964,0.04103671706263499,0.021367521367521368,0.04741379310344826,0.012958963282937363
0.0,0.12114989733059547,0.0720164609053498,0.0326530612244898,0.014373716632443531,0.04508196721311476,0.03292181069958848,0.05360824742268041,0.018367346938775512,0.0308641975308642,0.01443298969072165
0.0,0.075,0.09243697478991596,0.04065040650406504,0.016666666666666666,0.05785123966942149,0.01680672268907563,0.025423728813559324,0.008130081300813009,0.04201680672268908,0.025423728813559324
0.0,0.056,0.05645161290322581,0.0625,0.032,0.03968253968253968,0.04838709677419355,0.04878048780487805,0.0078125,0.04838709677419355,0.008130081300813009
0.0,0.031746031746031744,0.12749003984063745,0.0392156862745098,0.023809523809523808,0.05138339920948617,0.055776892430278883,0.056,0.015686274509803918,0.035856573705179286,0.036000000000000004
0.0,0.14732142857142858,0.06263982102908278,0.024390243902439025,0.013392857142857142,0.0467706013363029,0.03355704697986577,0.035874439461883414,0.015521064301552109,0.026845637583892617,0.02690582959641256
0.0,0.10755148741418764,0.1559633027522936,0.022727272727272728,0.011441647597254004,0.02054794520547945,0.027522935779816515,0.029885057471264367,0.002272727272727273,0.03669724770642202,0.011494252873563218
0.0,0.07037037037037037,0.11895910780669144,0.02197802197802198,0.011111111111111113,0.033210332103321034,0.01486988847583643,0.037313432835820885,0.01098901098901099,0.044609665427509285,0.022388059701492536
0.0,0.13181019332161684,0.13556338028169015,0.015734265734265736,0.0035149384885764497,0.029824561403508767,0.01232394366197183,0.01763668430335097,0.0034965034965034965,0.04401408450704225,0.01058201058201058
0.0,0.04918032786885247,0.14049586776859505,0.016,0.008196721311475409,0.04065040650406504,0.008264462809917356,0.03333333333333333,0.008,0.04132231404958678,0.03333333333333333
0.0,0.0967741935483871,0.10869565217391304,0.0,0.0,0.06382978723404255,0.0,0.01098901098901099,0.0,0.05434782608695652,0.02197802197802198
0.0,0.05952380952380953,0.14457831325301204,0.011494252873563218,0.0,0.023529411764705882,0.024096385542168683,0.012195121951219513,0.0,0.04819277108433735,0.012195121951219513
0.0,0.045871559633027525,0.14814814814814814,0.026785714285714284,0.009174311926605505,0.045454545454545456,0.027777777777777776,0.009345794392523364,0.0,0.04629629629629629,0.018691588785046728
0.0,0.06818181818181818,0.14942528735632185,0.0,0.0,0.033707865168539325,0.011494252873563218,0.0,0.0,0.06896551724137931,0.02325581395348837
0.0,0.04838709677419355,0.13821138211382114,0.0,0.0,0.032,0.016260162601626018,0.008196721311475409,0.015748031496062992,0.07317073170731707,0.016393442622950817
0.0,0.12840466926070038,0.078125,0.04615384615384616,0.011673151750972765,0.050387596899224806,0.05078125,0.047058823529411764,0.003846153846153847,0.03125,0.011764705882352941
0.0,0.104,0.04838709677419355,0.0078125,0.016,0.05555555555555555,0.016129032258064516,0.016260162601626018,0.015625,0.06451612903225806,0.04065040650406504
0.0,0.0594059405940594,0.1,0.0,0.0099009900990099,0.0392156862745098,0.01,0.010101010101010102,0.0,0.05,0.030303030303030307
0.0,0.14,0.14228456913827656,0.017892644135188866,0.004,0.05189620758483034,0.014028056112224449,0.014056224899598391,0.0019880715705765406,0.028056112224448898,0.004016064257028112
0.0,0.0967741935483871,0.08441558441558443,0.03164556962025317,0.012903225806451613,0.0576923076923077,0.045454545454545456,0.026143790849673203,0.006329113924050633,0.025974025974025976,0.006535947712418301
0.0,0.16,0.125,0.04672897196261682,0.002352941176470588,0.04929577464788732,0.04009433962264152,0.0425531914893617,0.004672897196261682,0.01650943396226415,0.007092198581560284
0.0,0.11403508771929825,0.11504424778761065,0.017094017094017096,0.0,0.034782608695652174,0.008849557522123894,0.017857142857142856,0.008547008547008548,0.06194690265486725,0.026785714285714284
0.0,0.08459214501510574,0.13636363636363635,0.026946107784431145,0.01812688821752266,0.0391566265060241,0.03333333333333333,0.0425531914893617,0.0059880239520958105,0.05151515151515152,0.0182370820668693
0.0,0.10852713178294572,0.13229571984435798,0.049808429118773936,0.02325581395348837,0.03474903474903475,0.02723735408560312,0.0390625,0.02298850574712644,0.042801556420233464,0.0078125
0.0,0.09782608695652174,0.06593406593406594,0.03157894736842105,0.0,0.053763440860215055,0.03296703296703297,0.011111111111111113,0.010526315789473684,0.07692307692307693,0.022222222222222227
0.0,0.09523809523809523,0.0963855421686747,0.03448275862068965,0.047619047619047616,0.035294117647058816,0.07228915662650602,0.04878048780487805,0.011494252873563218,0.04819277108433735,0.012195121951219513
0.0,0.08823529411764706,0.059171597633136085,0.017341040462427744,0.0,0.07017543859649122,0.02958579881656805,0.011904761904761904,0.0057803468208092465,0.02366863905325444,0.005952380952380952
0.0,0.09333333333333334,0.08724832214765099,0.026143790849673203,0.006666666666666667,0.06622516556291391,0.020134228187919462,0.013513513513513514,0.013071895424836602,0.03355704697986577,0.013513513513513514
0.0,0.0821917808219178,0.06206896551724138,0.020134228187919462,0.0,0.07482993197278913,0.027586206896551724,0.006944444444444444,0.013422818791946308,0.013793103448275862,0.041666666666666664
0.0,0.09064327485380116,0.07331378299120235,0.03768115942028986,0.008771929824561403,0.07871720116618076,0.04398826979472141,0.023529411764705882,0.014492753623188406,0.03225806451612903,0.029411764705882363
0.0,0.15931372549019607,0.08108108108108109,0.0340632603406326,0.0024509803921568627,0.058679706601466985,0.02457002457002457,0.024630541871921183,0.0024330900243309003,0.02948402948402948,0.017241379310344827
0.0,0.10377358490566037,0.0947867298578199,0.018604651162790697,0.014150943396226415,0.051643192488262914,0.023696682464454968,0.023809523809523808,0.0,0.023696682464454968,0.014285714285714284
