class,AA_Kmer2,AC_Kmer2,AG_Kmer2,AU_Kmer2,CA_Kmer2,CC_Kmer2,CG_Kmer2,CU_Kmer2,GA_Kmer2,GC_Kmer2,GG_Kmer2,GU_Kmer2,UA_Kmer2,UC_Kmer2,UG_Kmer2,UU_Kmer2,AA_PC-PseDNC-General,AC_PC-PseDNC-General,AG_PC-PseDNC-General,AU_PC-PseDNC-General,CA_PC-PseDNC-General,CC_PC-PseDNC-General,CG_PC-PseDNC-General,CU_PC-PseDNC-General,GA_PC-PseDNC-General,GC_PC-PseDNC-General,GG_PC-PseDNC-General,GU_PC-PseDNC-General,UA_PC-PseDNC-General,UC_PC-PseDNC-General,UG_PC-PseDNC-General,UU_PC-PseDNC-General,lambda1_PC-PseDNC-General,lambda2_PC-PseDNC-General,lambda3_PC-PseDNC-General,lambda4_PC-PseDNC-General,lambda5_PC-PseDNC-General,lambda6_PC-PseDNC-General,lambda7_PC-PseDNC-General,lambda8_PC-PseDNC-General,lambda9_PC-PseDNC-General,lambda10_PC-PseDNC-General,1_DAC,2_DAC,3_DAC,4_DAC,5_DAC,6_DAC,7_DAC,8_DAC,9_DAC,10_DAC,11_DAC,12_DAC,13_DAC,14_DAC,15_DAC,16_DAC,17_DAC,18_DAC,19_DAC,20_DAC,21_DAC,22_DAC,23_DAC,24_DAC,25_DAC,26_DAC,27_DAC,28_DAC,29_DAC,30_DAC,31_DAC,32_DAC,33_DAC,34_DAC,35_DAC,36_DAC,37_DAC,38_DAC,39_DAC,40_DAC,41_DAC,42_DAC,43_DAC,44_DAC,45_DAC,46_DAC,47_DAC,48_DAC,49_DAC,50_DAC,51_DAC,52_DAC,53_DAC,54_DAC,55_DAC,56_DAC,57_DAC,58_DAC,59_DAC,60_DAC
0,0.2,0.15,0.05,0.05,0.05,0.05,0.0,0.05,0.1,0.0,0.0,0.05,0.1,0.0,0.1,0.05,0.107,0.08,0.027,0.027,0.027,0.027,0.0,0.027,0.053,0.0,0.0,0.027,0.053,0.0,0.053,0.027,0.052,0.051,0.042,0.041,0.055,0.06,0.024,0.051,0.054,0.038,0.0,-1.11,0.164,-0.125,-0.002,0.003,-0.005,-0.186,-0.072,0.705,0.008,0.017,0.0,1.51,-0.187,1.563,0.017,0.024,0.004,2.028,-0.008,2.602,0.027,0.041,-0.004,0.23,-0.001,1.14,0.001,0.019,0.001,-1.201,0.167,4.827,-0.021,0.02,0.004,1.87,0.09,6.312,0.014,0.026,-0.002,1.503,-0.094,4.89,0.014,0.033,-0.003,-1.103,0.009,3.976,0.004,0.038,0.006,1.045,0.277,5.721,0.022,0.05
0,0.05,0.05,0.0,0.1,0.1,0.1,0.0,0.1,0.05,0.0,0.0,0.05,0.05,0.1,0.1,0.15,0.029,0.029,0.0,0.058,0.058,0.058,0.0,0.058,0.029,0.0,0.0,0.029,0.029,0.058,0.058,0.087,0.046,0.053,0.031,0.039,0.042,0.037,0.046,0.046,0.043,0.034,-0.002,-0.192,-0.163,-0.302,-0.001,0.002,0.0,-1.624,-0.085,-0.664,-0.012,-0.023,0.002,1.94,0.235,-1.771,-0.013,-0.011,-0.004,2.247,-0.16,-0.832,-0.005,0.003,-0.0,1.739,-0.079,-2.165,-0.033,-0.035,0.001,0.763,0.105,-0.726,0.001,-0.027,0.002,1.107,-0.107,0.247,0.013,-0.006,-0.002,3.168,-0.013,-0.956,0.017,-0.009,-0.001,1.865,0.067,0.852,0.063,-0.002,-0.0,4.372,0.124,2.274,0.083,0.033
0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.2,0.15,0.05,0.0,0.15,0.15,0.022,0.0,0.044,0.0,0.0,0.0,0.0,0.022,0.022,0.022,0.088,0.066,0.022,0.0,0.066,0.066,0.064,0.052,0.05,0.05,0.058,0.07,0.043,0.05,0.058,0.064,-0.005,-0.92,-0.148,-0.382,0.0,0.005,-0.0,-1.627,-0.022,-1.117,-0.017,-0.028,-0.001,-1.546,-0.074,1.827,-0.03,-0.025,0.002,-1.816,0.207,0.484,-0.057,-0.045,-0.004,-3.721,-0.191,1.996,-0.035,-0.054,0.003,-4.991,0.002,3.222,-0.027,-0.038,-0.002,0.903,-0.065,2.061,-0.028,-0.019,0.004,-3.266,0.098,1.206,-0.052,-0.073,-0.005,-4.577,-0.189,1.459,-0.018,-0.081,0.002,-5.304,-0.13,4.126,-0.003,-0.061
0,0.05,0.05,0.0,0.15,0.1,0.15,0.0,0.1,0.0,0.1,0.05,0.0,0.1,0.05,0.1,0.0,0.026,0.026,0.0,0.078,0.052,0.078,0.0,0.052,0.0,0.052,0.026,0.0,0.052,0.026,0.052,0.0,0.058,0.046,0.048,0.048,0.049,0.057,0.041,0.047,0.034,0.056,-0.003,-0.939,-0.031,-0.421,0.0,0.0,0.001,0.217,-0.044,3.5,-0.015,-0.012,0.0,-1.069,-0.111,4.176,-0.042,-0.03,-0.003,0.411,0.099,1.5,-0.042,0.005,0.002,-0.212,-0.099,3.867,-0.015,0.017,-0.0,-0.533,-0.074,-2.071,-0.013,0.009,0.0,-0.364,-0.08,-3.154,-0.036,-0.026,0.001,-3.235,-0.043,-0.083,-0.001,-0.019,-0.002,-0.898,-0.188,-2.636,0.001,0.024,0.003,-4.877,-0.111,-3.6,-0.005,0.027
0,0.05,0.05,0.2,0.05,0.05,0.0,0.0,0.0,0.25,0.0,0.15,0.05,0.0,0.0,0.1,0.05,0.026,0.026,0.105,0.026,0.026,0.0,0.0,0.0,0.132,0.0,0.079,0.026,0.0,0.0,0.053,0.026,0.051,0.048,0.059,0.056,0.054,0.036,0.043,0.045,0.026,0.055,0.001,-0.333,-0.125,-0.294,0.001,0.004,-0.002,-0.128,-0.062,2.471,-0.003,0.001,-0.001,-1.649,0.096,3.074,0.026,0.006,-0.003,0.649,-0.081,2.082,0.032,0.008,-0.0,1.653,0.015,3.14,0.055,0.046,0.0,3.558,0.169,1.85,0.031,0.035,0.002,0.782,-0.156,0.543,0.027,0.003,0.002,0.466,0.266,4.039,0.017,0.024,-0.001,2.395,0.052,2.9,-0.01,0.009,-0.005,-1.751,-0.139,4.068,0.042,0.003
0,0.2,0.05,0.15,0.1,0.05,0.0,0.0,0.0,0.2,0.0,0.15,0.0,0.05,0.0,0.05,0.0,0.106,0.026,0.079,0.053,0.026,0.0,0.0,0.0,0.106,0.0,0.079,0.0,0.026,0.0,0.026,0.0,0.051,0.063,0.039,0.048,0.066,0.041,0.024,0.043,0.055,0.042,0.001,-0.39,-0.159,-0.042,0.001,0.006,-0.001,-3.313,-0.065,-1.202,-0.013,-0.037,-0.002,-0.826,-0.019,1.768,-0.019,-0.029,-0.0,-0.816,-0.124,2.891,-0.007,-0.01,0.001,-3.377,0.207,1.761,-0.036,-0.036,-0.001,-0.083,-0.027,5.327,-0.044,-0.019,-0.002,2.453,0.023,6.903,-0.029,0.021,-0.0,0.607,-0.082,5.785,-0.066,-0.013,0.001,-4.243,0.073,5.282,-0.092,-0.08,-0.003,-3.705,0.045,7.174,-0.046,-0.075
0,0.05,0.15,0.05,0.05,0.0,0.0,0.05,0.15,0.1,0.0,0.0,0.05,0.1,0.05,0.05,0.15,0.024,0.072,0.024,0.024,0.0,0.0,0.024,0.072,0.048,0.0,0.0,0.024,0.048,0.024,0.024,0.072,0.074,0.061,0.033,0.056,0.043,0.043,0.052,0.054,0.039,0.063,0.002,-1.698,-0.146,-0.604,-0.001,-0.004,-0.0,0.674,-0.186,-1.523,0.002,-0.005,0.002,1.189,0.174,6.136,-0.003,-0.024,-0.004,0.334,-0.018,4.398,0.003,-0.03,-0.006,0.279,-0.288,4.161,-0.024,-0.056,-0.004,0.156,0.066,3.583,0.014,-0.041,-0.001,-1.24,0.302,5.016,0.036,-0.035,-0.008,0.063,-0.297,7.496,0.028,-0.046,-0.007,0.907,-0.133,6.0,-0.001,-0.049,0.001,-2.526,0.209,8.221,0.026,-0.034
0,0.15,0.1,0.15,0.0,0.2,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.0,0.05,0.05,0.05,0.071,0.048,0.071,0.0,0.095,0.0,0.0,0.0,0.024,0.024,0.048,0.024,0.0,0.024,0.024,0.024,0.058,0.062,0.053,0.056,0.054,0.063,0.055,0.031,0.049,0.044,0.0,-0.647,-0.049,-0.418,-0.003,0.002,-0.002,-1.606,-0.072,2.436,-0.015,-0.01,0.002,0.105,0.117,3.31,-0.009,0.01,0.001,1.255,0.174,3.52,-0.007,0.032,0.005,-0.595,0.047,5.614,0.026,0.024,-0.003,0.923,-0.0,3.831,0.018,0.03,-0.003,2.407,-0.008,5.417,0.03,0.07,0.004,4.673,0.027,4.487,-0.008,0.046,-0.001,0.163,0.098,2.354,-0.047,0.002,-0.001,-1.656,-0.073,4.668,-0.005,0.007
0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.1,0.05,0.0,0.05,0.3,0.189,0.0,0.063,0.0,0.0,0.0,0.0,0.032,0.0,0.032,0.0,0.063,0.032,0.0,0.032,0.189,0.046,0.034,0.035,0.042,0.021,0.032,0.045,0.033,0.042,0.037,0.001,-0.429,0.155,-0.582,0.001,0.003,-0.003,0.305,-0.136,-6.216,-0.003,-0.005,-0.003,0.189,-0.187,-4.632,-0.022,-0.02,0.001,-2.574,-0.001,-6.224,-0.036,-0.029,0.004,-0.564,0.255,-6.161,-0.035,-0.02,-0.0,-1.462,0.078,-5.805,-0.032,-0.018,-0.002,-2.114,-0.066,-5.951,-0.029,-0.015,-0.002,-0.061,-0.031,-8.246,-0.043,-0.026,-0.0,-2.903,-0.063,-8.163,-0.013,-0.044,-0.001,-1.996,0.082,-8.463,-0.007,-0.035
0,0.05,0.1,0.05,0.05,0.05,0.05,0.0,0.15,0.0,0.15,0.1,0.0,0.1,0.0,0.1,0.05,0.023,0.045,0.023,0.023,0.023,0.023,0.0,0.068,0.0,0.068,0.045,0.0,0.045,0.0,0.045,0.023,0.063,0.058,0.053,0.059,0.042,0.06,0.037,0.069,0.053,0.055,0.0,-0.749,0.032,-0.629,-0.001,0.004,-0.001,-1.852,0.028,-1.246,-0.015,-0.023,-0.001,-4.031,-0.129,-0.836,-0.034,-0.051,-0.001,-5.189,-0.085,-0.391,-0.004,-0.054,0.0,-4.384,-0.077,4.642,-0.02,-0.063,-0.001,-4.525,-0.022,-4.06,-0.015,-0.061,0.003,-1.963,0.13,0.081,-0.036,-0.062,0.002,-6.136,0.087,2.412,-0.02,-0.05,0.0,-4.588,0.1,0.469,-0.033,-0.036,-0.004,-4.709,-0.123,3.874,-0.017,-0.011
0,0.05,0.0,0.25,0.0,0.1,0.0,0.0,0.05,0.1,0.1,0.15,0.05,0.05,0.05,0.0,0.05,0.024,0.0,0.119,0.0,0.048,0.0,0.0,0.024,0.048,0.048,0.071,0.024,0.024,0.024,0.0,0.024,0.062,0.052,0.056,0.048,0.07,0.047,0.05,0.047,0.039,0.053,0.001,-1.541,0.02,-0.33,-0.002,-0.006,0.002,0.639,0.088,1.605,-0.008,-0.0,-0.0,-0.555,0.041,4.387,0.011,0.019,-0.001,1.957,0.068,1.987,-0.012,0.011,-0.001,-0.182,-0.126,5.263,-0.02,0.003,0.001,-0.141,-0.108,9.154,0.017,0.015,0.001,1.932,-0.087,-0.13,0.034,0.034,-0.001,0.398,0.004,-2.759,0.02,0.005,-0.001,0.47,-0.148,2.737,0.01,-0.002,-0.001,-2.381,0.122,0.479,0.013,0.012
0,0.05,0.05,0.15,0.05,0.05,0.0,0.0,0.1,0.15,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.026,0.026,0.077,0.026,0.026,0.0,0.0,0.052,0.077,0.026,0.052,0.026,0.026,0.026,0.026,0.026,0.062,0.054,0.034,0.053,0.056,0.04,0.045,0.047,0.047,0.047,-0.002,-1.137,0.03,-0.432,-0.001,-0.002,0.0,0.962,-0.053,-0.927,0.004,0.011,-0.001,3.797,0.161,0.461,0.02,0.027,0.003,1.238,0.082,-0.826,0.024,0.029,-0.002,1.266,0.139,2.344,0.02,0.046,-0.001,3.718,0.013,-4.165,0.034,0.063,-0.0,1.374,0.06,-6.073,0.026,0.035,0.002,1.731,0.257,-2.785,0.015,0.047,0.001,1.015,0.011,-3.574,-0.015,0.019,-0.002,1.273,0.008,-3.137,0.038,0.023
0,0.1,0.2,0.1,0.05,0.1,0.0,0.05,0.0,0.2,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.043,0.086,0.043,0.021,0.043,0.0,0.021,0.0,0.086,0.0,0.043,0.0,0.021,0.0,0.021,0.0,0.071,0.053,0.064,0.064,0.061,0.043,0.068,0.033,0.066,0.05,0.005,-1.757,-0.18,-0.327,0.001,0.006,-0.003,-0.406,0.032,-0.784,-0.025,-0.023,-0.002,-2.529,0.044,-3.294,-0.037,-0.038,-0.001,-2.926,-0.049,-0.368,-0.043,-0.036,-0.001,-2.397,0.019,-2.207,-0.076,-0.044,0.002,-0.694,-0.21,1.643,-0.094,-0.059,0.002,-3.818,0.13,2.117,-0.08,-0.043,0.005,-0.016,-0.105,4.053,-0.034,-0.017,-0.0,-0.953,0.006,1.22,-0.035,-0.004,-0.007,-1.068,-0.088,0.284,-0.043,0.01
0,0.2,0.05,0.1,0.1,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05,0.1,0.1,0.0,0.1,0.115,0.029,0.057,0.057,0.029,0.029,0.0,0.029,0.029,0.0,0.0,0.029,0.057,0.057,0.0,0.057,0.046,0.038,0.044,0.046,0.047,0.025,0.045,0.048,0.036,0.05,0.001,-0.77,-0.034,-0.019,-0.001,0.0,0.001,0.535,0.084,0.617,0.011,0.016,-0.002,-0.255,-0.058,3.421,0.002,0.012,0.002,-1.119,-0.128,2.487,-0.027,-0.02,-0.001,0.199,0.016,1.284,-0.026,-0.018,-0.001,2.212,0.028,4.665,-0.042,-0.025,-0.002,1.03,-0.065,6.016,-0.03,-0.011,-0.002,1.821,-0.159,7.439,-0.016,0.003,-0.003,3.62,-0.333,9.794,0.002,0.026,-0.003,-0.403,0.082,8.963,-0.002,0.024
0,0.05,0.2,0.0,0.1,0.3,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.1,0.027,0.108,0.0,0.054,0.162,0.027,0.0,0.027,0.0,0.0,0.0,0.0,0.027,0.054,0.0,0.054,0.071,0.024,0.06,0.032,0.051,0.03,0.068,0.028,0.06,0.036,0.006,-2.734,0.14,-0.177,-0.0,0.007,0.004,1.377,-0.075,1.12,0.027,0.006,0.0,-0.712,-0.137,0.006,0.016,0.005,-0.004,0.767,-0.059,1.664,0.042,-0.003,-0.006,0.539,-0.049,0.572,0.037,0.002,-0.007,1.858,-0.238,2.192,0.064,0.001,-0.004,-2.708,-0.225,0.972,0.03,-0.021,-0.009,1.157,-0.091,5.548,0.005,-0.028,-0.009,-2.383,-0.18,4.373,-0.025,-0.069,-0.007,-1.019,-0.249,3.921,-0.08,-0.104
0,0.25,0.1,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.1,0.0,0.05,0.116,0.047,0.023,0.023,0.047,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.047,0.0,0.023,0.055,0.065,0.066,0.05,0.044,0.045,0.064,0.053,0.055,0.037,0.002,0.361,-0.031,-0.485,0.001,0.011,-0.004,-0.411,-0.038,0.254,0.01,0.017,0.001,-0.023,0.057,-2.684,0.01,0.017,-0.002,1.374,-0.051,-4.033,-0.018,0.009,-0.002,-0.432,-0.038,-5.582,-0.039,-0.008,0.001,-3.734,0.217,3.361,-0.054,-0.055,0.0,-3.291,0.113,0.887,-0.057,-0.069,-0.002,-3.012,-0.206,3.632,-0.051,-0.055,-0.003,-4.543,-0.134,4.789,-0.009,-0.061,0.005,-3.599,-0.098,3.216,-0.057,-0.099
0,0.1,0.0,0.05,0.2,0.05,0.0,0.0,0.1,0.05,0.05,0.0,0.05,0.1,0.1,0.1,0.05,0.055,0.0,0.027,0.109,0.027,0.0,0.0,0.055,0.027,0.027,0.0,0.027,0.055,0.055,0.055,0.027,0.052,0.052,0.044,0.04,0.065,0.036,0.047,0.037,0.037,0.044,-0.002,-0.362,0.07,-0.731,-0.001,0.001,-0.003,-2.036,-0.098,0.167,-0.025,-0.023,-0.001,-0.474,-0.054,-0.046,0.002,-0.022,0.001,-0.697,-0.042,-1.349,0.0,-0.016,-0.0,-1.223,-0.214,-1.267,0.012,-0.009,0.003,-1.009,-0.136,-0.556,0.008,0.003,0.0,-0.597,0.144,-0.449,0.027,0.025,-0.003,1.636,0.043,-0.276,0.029,0.023,-0.001,2.913,-0.077,3.598,0.012,0.027,0.002,-0.973,0.165,4.111,0.011,0.037
0,0.2,0.05,0.15,0.05,0.1,0.05,0.0,0.05,0.1,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.109,0.027,0.082,0.027,0.055,0.027,0.0,0.027,0.055,0.027,0.027,0.0,0.027,0.027,0.027,0.0,0.046,0.048,0.036,0.041,0.041,0.049,0.052,0.056,0.047,0.039,-0.001,-0.11,0.078,-0.144,-0.001,0.003,0.001,-0.575,-0.02,-1.216,-0.027,-0.015,0.001,-0.442,0.023,2.325,-0.035,-0.017,-0.001,-1.208,0.029,2.99,-0.006,-0.015,-0.002,-1.435,-0.081,2.042,-0.037,-0.041,-0.002,-2.299,-0.134,5.748,-0.054,-0.057,-0.001,-3.076,-0.29,5.522,-0.079,-0.099,-0.003,-1.268,-0.417,4.592,-0.08,-0.083,-0.001,1.163,-0.069,6.038,-0.07,-0.065,0.001,-0.16,-0.194,5.679,-0.083,-0.067
0,0.3,0.05,0.0,0.05,0.05,0.15,0.0,0.1,0.0,0.0,0.05,0.05,0.05,0.1,0.05,0.0,0.173,0.029,0.0,0.029,0.029,0.086,0.0,0.058,0.0,0.0,0.029,0.029,0.029,0.058,0.029,0.0,0.047,0.043,0.031,0.03,0.04,0.04,0.049,0.026,0.058,0.06,0.001,-0.753,0.334,-0.069,0.002,0.018,0.003,0.266,0.346,0.798,0.016,0.033,-0.0,1.99,0.256,1.678,0.027,0.048,-0.002,2.27,0.198,3.168,0.043,0.076,0.001,2.648,0.192,3.789,0.058,0.1,-0.003,3.679,0.074,5.289,0.077,0.121,0.001,2.03,0.155,6.785,0.12,0.118,0.002,4.411,0.04,6.281,0.112,0.1,0.001,4.107,0.058,4.957,0.122,0.112,0.005,2.306,-0.108,4.074,0.132,0.138
0,0.0,0.0,0.15,0.05,0.05,0.0,0.0,0.05,0.05,0.05,0.1,0.15,0.05,0.05,0.1,0.15,0.0,0.0,0.069,0.023,0.023,0.0,0.0,0.023,0.023,0.023,0.046,0.069,0.023,0.023,0.046,0.069,0.055,0.06,0.068,0.049,0.033,0.059,0.044,0.064,0.055,0.054,-0.003,-0.054,0.028,-0.454,0.001,0.006,0.001,-1.636,0.042,-0.594,-0.027,-0.026,-0.002,-1.723,-0.093,0.05,-0.018,-0.013,-0.004,1.843,0.024,-0.539,-0.016,0.004,0.002,3.83,-0.146,2.86,-0.028,0.006,0.001,0.468,-0.02,1.632,-0.065,-0.016,0.002,1.85,-0.255,6.753,-0.086,-0.027,0.0,-0.453,-0.115,7.36,-0.056,-0.031,-0.003,1.127,-0.091,-0.665,-0.053,-0.022,-0.003,0.74,-0.0,0.221,-0.008,-0.011
0,0.0,0.05,0.1,0.05,0.05,0.05,0.0,0.1,0.0,0.05,0.0,0.05,0.1,0.1,0.0,0.3,0.0,0.028,0.056,0.028,0.028,0.028,0.0,0.056,0.0,0.028,0.0,0.028,0.056,0.056,0.0,0.167,0.05,0.052,0.031,0.041,0.05,0.044,0.036,0.043,0.053,0.042,0.0,-0.869,0.375,-0.208,-0.0,0.007,0.002,-1.06,0.293,2.085,-0.01,-0.002,0.002,1.976,0.116,1.799,-0.012,-0.006,-0.002,0.044,-0.023,0.263,-0.019,-0.014,-0.001,-0.554,-0.069,1.179,-0.006,0.0,-0.002,0.344,-0.158,2.511,0.005,0.011,-0.003,1.564,-0.203,4.061,0.021,0.037,-0.003,1.507,-0.169,5.044,0.04,0.055,-0.003,1.237,-0.265,7.0,0.06,0.076,-0.001,3.876,-0.263,8.663,0.087,0.117
0,0.1,0.0,0.05,0.15,0.1,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.1,0.05,0.35,0.06,0.0,0.03,0.091,0.06,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.06,0.03,0.212,0.03,0.046,0.048,0.04,0.029,0.024,0.032,0.047,0.048,0.051,0.001,1.021,0.03,-0.194,-0.001,0.011,-0.001,-1.073,-0.185,-0.854,-0.029,-0.027,-0.003,-3.355,-0.225,-1.944,-0.054,-0.067,-0.001,-4.096,-0.177,-0.546,-0.029,-0.073,0.001,-2.511,0.065,0.239,-0.027,-0.052,0.004,-1.608,0.311,1.173,-0.015,-0.023,0.002,-2.175,0.353,-2.174,-0.027,-0.034,-0.002,-4.502,-0.276,-0.829,0.007,-0.056,-0.002,-6.098,-0.329,-1.967,-0.043,-0.107,0.001,-5.081,-0.444,-1.226,-0.036,-0.098
0,0.3,0.1,0.0,0.15,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.174,0.058,0.0,0.087,0.058,0.0,0.0,0.029,0.029,0.0,0.0,0.0,0.029,0.029,0.058,0.029,0.045,0.049,0.045,0.057,0.052,0.033,0.029,0.04,0.034,0.037,-0.001,-0.23,0.148,-0.277,-0.002,0.003,-0.004,-0.325,-0.14,1.058,0.006,0.006,-0.003,1.074,-0.472,-1.916,0.002,0.006,0.002,-1.753,-0.124,-0.829,0.025,0.003,0.003,-0.077,-0.002,-1.761,0.024,0.008,-0.002,2.612,0.178,-0.936,0.031,0.03,0.003,1.174,0.331,-2.215,0.019,0.019,0.001,0.602,0.202,-6.123,0.019,0.016,-0.004,-0.387,-0.015,-5.057,0.052,0.013,-0.007,-1.564,-0.584,-6.984,0.004,-0.034
0,0.2,0.05,0.05,0.1,0.15,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.094,0.024,0.024,0.047,0.071,0.0,0.0,0.0,0.024,0.024,0.047,0.024,0.024,0.024,0.024,0.024,0.049,0.041,0.062,0.059,0.059,0.049,0.047,0.056,0.058,0.047,0.002,0.034,0.125,-0.399,0.0,0.012,-0.001,1.421,-0.151,1.626,0.009,0.013,0.0,-1.289,0.048,2.285,0.034,0.004,0.0,-1.693,-0.047,2.622,0.002,-0.012,-0.004,-1.056,-0.196,0.035,-0.0,-0.002,-0.001,-0.821,0.064,1.436,0.027,0.009,-0.002,1.463,-0.046,1.13,0.029,0.013,-0.004,0.872,-0.335,2.127,0.062,0.013,-0.006,1.001,-0.348,-5.785,0.071,0.018,-0.0,1.818,-0.011,-4.632,0.124,0.035
0,0.0,0.15,0.1,0.05,0.1,0.2,0.0,0.1,0.05,0.05,0.05,0.0,0.1,0.05,0.0,0.0,0.0,0.077,0.051,0.026,0.051,0.102,0.0,0.051,0.026,0.026,0.026,0.0,0.051,0.026,0.0,0.0,0.062,0.057,0.043,0.051,0.032,0.054,0.064,0.037,0.046,0.041,-0.001,-1.074,-0.071,-0.593,-0.0,0.004,-0.001,-1.661,0.022,-0.576,-0.02,-0.016,0.002,-0.132,-0.047,2.796,-0.028,-0.007,-0.004,0.713,0.003,1.839,-0.024,0.004,0.0,2.326,-0.036,3.554,0.015,0.013,-0.004,-0.01,-0.145,3.301,0.002,-0.025,-0.0,0.826,-0.016,2.725,0.013,-0.012,-0.003,2.915,-0.124,2.079,0.014,0.001,-0.003,2.621,0.02,-1.737,0.028,0.035,0.006,1.276,-0.107,-2.358,0.031,0.052
0,0.05,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.1,0.05,0.1,0.15,0.15,0.0,0.05,0.0,0.023,0.0,0.094,0.047,0.023,0.0,0.0,0.0,0.047,0.023,0.047,0.07,0.07,0.0,0.023,0.0,0.069,0.047,0.053,0.071,0.043,0.07,0.042,0.037,0.055,0.044,-0.001,-2.105,-0.13,-0.064,-0.001,0.0,-0.002,0.279,0.075,-1.333,-0.001,0.004,-0.001,0.728,-0.124,-1.362,0.003,0.007,-0.002,-1.921,0.106,2.128,-0.007,0.003,-0.001,1.535,-0.065,3.467,0.034,0.02,0.001,-0.322,0.107,-4.628,0.042,0.026,-0.004,1.062,-0.016,-5.814,0.032,0.008,0.0,1.099,-0.082,-1.0,0.024,0.004,0.001,-1.058,0.062,-2.732,-0.013,-0.031,-0.003,-0.057,-0.096,-1.884,0.042,-0.023
0,0.45,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.294,0.0,0.0,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.0,0.0,0.131,0.041,0.037,0.034,0.041,0.016,0.041,0.038,0.028,0.049,0.021,-0.0,-0.457,-0.108,-0.144,-0.0,-0.001,0.0,-1.592,-0.043,-0.857,-0.01,-0.01,0.0,-1.395,0.071,-3.533,-0.016,-0.013,-0.0,-1.181,-0.088,-2.984,-0.013,-0.011,0.0,0.937,0.172,-1.695,-0.007,-0.003,-0.0,-0.345,-0.131,-1.041,-0.002,-0.003,-0.0,0.114,0.008,0.441,0.005,0.004,0.0,1.703,-0.017,1.842,0.012,0.012,-0.001,1.086,-0.186,3.22,0.02,0.015,0.0,0.531,0.206,2.574,0.006,0.004
0,0.1,0.05,0.1,0.15,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.15,0.05,0.0,0.1,0.051,0.026,0.051,0.077,0.026,0.026,0.0,0.026,0.026,0.026,0.026,0.0,0.077,0.026,0.0,0.051,0.065,0.042,0.052,0.044,0.047,0.054,0.036,0.047,0.056,0.044,0.0,-1.711,-0.241,-0.305,-0.0,-0.002,-0.001,0.914,0.073,1.433,0.011,0.012,-0.002,0.842,0.018,-1.08,0.013,0.018,-0.002,2.355,-0.216,0.859,0.03,0.036,-0.001,1.339,0.159,-0.912,0.026,0.04,0.001,-0.633,0.167,3.865,0.017,0.042,0.004,2.309,-0.116,3.073,-0.001,0.01,0.0,1.963,0.302,3.439,0.002,0.013,-0.001,1.34,-0.33,1.622,-0.003,0.016,-0.003,2.478,0.07,5.516,0.021,0.04
0,0.15,0.05,0.1,0.1,0.15,0.05,0.0,0.05,0.1,0.05,0.05,0.0,0.0,0.1,0.05,0.0,0.082,0.027,0.055,0.055,0.082,0.027,0.0,0.027,0.055,0.027,0.027,0.0,0.0,0.055,0.027,0.0,0.042,0.044,0.045,0.049,0.049,0.046,0.042,0.037,0.037,0.061,-0.001,-0.108,0.216,0.025,-0.0,0.003,-0.003,0.163,0.002,-1.219,-0.026,-0.013,-0.0,-2.157,-0.19,-1.356,-0.042,-0.037,-0.001,-3.058,-0.345,2.51,-0.055,-0.042,0.004,-3.695,-0.258,3.691,-0.028,-0.051,-0.002,-3.185,-0.127,2.756,-0.05,-0.082,-0.001,-2.447,0.095,-4.785,-0.043,-0.067,0.001,-4.055,0.163,-2.776,-0.006,-0.067,-0.003,-3.66,0.143,1.172,-0.022,-0.086,0.002,-6.823,0.017,-0.053,-0.074,-0.117
