class,AA_Kmer2,AC_Kmer2,AG_Kmer2,AU_Kmer2,CA_Kmer2,CC_Kmer2,CG_Kmer2,CU_Kmer2,GA_Kmer2,GC_Kmer2,GG_Kmer2,GU_Kmer2,UA_Kmer2,UC_Kmer2,UG_Kmer2,UU_Kmer2,AA_PC-PseDNC-General,AC_PC-PseDNC-General,AG_PC-PseDNC-General,AU_PC-PseDNC-General,CA_PC-PseDNC-General,CC_PC-PseDNC-General,CG_PC-PseDNC-General,CU_PC-PseDNC-General,GA_PC-PseDNC-General,GC_PC-PseDNC-General,GG_PC-PseDNC-General,GU_PC-PseDNC-General,UA_PC-PseDNC-General,UC_PC-PseDNC-General,UG_PC-PseDNC-General,UU_PC-PseDNC-General,lambda1_PC-PseDNC-General,lambda2_PC-PseDNC-General,lambda3_PC-PseDNC-General,lambda4_PC-PseDNC-General,lambda5_PC-PseDNC-General,lambda6_PC-PseDNC-General,lambda7_PC-PseDNC-General,lambda8_PC-PseDNC-General,lambda9_PC-PseDNC-General,lambda10_PC-PseDNC-General,1_DAC,2_DAC,3_DAC,4_DAC,5_DAC,6_DAC,7_DAC,8_DAC,9_DAC,10_DAC,11_DAC,12_DAC,13_DAC,14_DAC,15_DAC,16_DAC,17_DAC,18_DAC,19_DAC,20_DAC,21_DAC,22_DAC,23_DAC,24_DAC,25_DAC,26_DAC,27_DAC,28_DAC,29_DAC,30_DAC,31_DAC,32_DAC,33_DAC,34_DAC,35_DAC,36_DAC,37_DAC,38_DAC,39_DAC,40_DAC,41_DAC,42_DAC,43_DAC,44_DAC,45_DAC,46_DAC,47_DAC,48_DAC,49_DAC,50_DAC,51_DAC,52_DAC,53_DAC,54_DAC,55_DAC,56_DAC,57_DAC,58_DAC,59_DAC,60_DAC
1,0.1,0.05,0.05,0.0,0.05,0.0,0.0,0.1,0.0,0.05,0.1,0.15,0.05,0.05,0.15,0.1,0.046,0.023,0.023,0.0,0.023,0.0,0.0,0.046,0.0,0.023,0.046,0.069,0.023,0.023,0.069,0.046,0.064,0.069,0.04,0.05,0.059,0.042,0.058,0.053,0.056,0.051,-0.004,-0.927,0.039,-0.568,-0.003,-0.0,0.001,-2.863,0.082,0.538,0.023,-0.004,-0.004,0.392,-0.174,3.774,0.012,0.008,-0.002,0.443,0.009,-3.674,0.01,-0.003,0.002,-0.414,-0.159,-0.821,-0.007,-0.006,0.008,0.399,-0.028,0.665,0.027,0.009,-0.005,1.241,-0.19,-1.433,0.019,0.002,-0.0,2.393,-0.053,-0.096,0.035,0.024,-0.005,2.756,-0.005,1.392,0.049,0.058,-0.003,2.593,-0.08,-0.863,0.04,0.062
1,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.1,0.05,0.0,0.1,0.1,0.15,0.1,0.05,0.1,0.022,0.022,0.022,0.022,0.0,0.0,0.022,0.044,0.022,0.0,0.044,0.044,0.065,0.044,0.022,0.044,0.074,0.07,0.034,0.077,0.044,0.039,0.065,0.036,0.065,0.061,-0.001,-2.397,0.119,-0.227,-0.001,0.002,0.002,0.539,0.013,-1.968,0.004,0.0,0.001,3.134,-0.065,-2.78,-0.003,-0.018,0.002,-5.406,-0.238,5.697,-0.015,-0.07,-0.004,1.419,-0.144,4.088,-0.006,-0.036,0.003,1.008,-0.087,2.801,-0.004,-0.035,-0.005,-2.02,-0.038,4.356,0.015,-0.029,-0.002,4.927,-0.032,2.276,0.029,0.003,-0.005,-0.818,0.139,-0.478,0.013,-0.044,-0.002,-1.144,0.159,0.663,0.071,-0.032
1,0.05,0.05,0.1,0.05,0.05,0.05,0.0,0.05,0.15,0.0,0.05,0.05,0.0,0.05,0.1,0.2,0.028,0.028,0.057,0.028,0.028,0.028,0.0,0.028,0.085,0.0,0.028,0.028,0.0,0.028,0.057,0.114,0.044,0.045,0.047,0.049,0.044,0.032,0.028,0.037,0.043,0.063,-0.001,0.1,-0.159,-0.188,0.001,0.008,-0.002,-2.008,-0.171,-1.322,-0.015,-0.032,0.001,-2.843,0.116,1.176,-0.031,-0.04,0.0,-4.014,0.027,1.944,-0.0,-0.037,0.003,-1.962,0.089,0.614,0.001,-0.027,-0.004,0.598,-0.164,1.049,0.019,0.0,-0.0,-0.176,-0.057,-0.117,-0.015,-0.018,0.003,-1.666,0.344,3.189,-0.03,-0.019,-0.002,-2.794,-0.259,1.306,-0.077,-0.069,-0.004,-6.647,-0.251,2.616,-0.038,-0.084
1,0.0,0.05,0.1,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.5,0.0,0.031,0.062,0.031,0.031,0.031,0.0,0.031,0.031,0.031,0.0,0.0,0.031,0.0,0.0,0.31,0.042,0.032,0.031,0.031,0.038,0.029,0.04,0.048,0.041,0.048,0.001,-0.419,0.416,-0.313,0.0,0.01,0.003,0.56,0.374,0.602,0.01,0.021,0.002,0.848,0.31,1.529,0.017,0.026,0.001,1.359,0.239,2.174,0.029,0.047,0.001,1.114,0.223,2.972,0.038,0.05,-0.002,2.334,0.049,4.455,0.052,0.064,-0.001,1.989,-0.009,5.445,0.067,0.077,-0.003,2.777,-0.152,6.154,0.085,0.099,-0.003,3.386,-0.355,8.431,0.104,0.117,-0.004,4.045,-0.523,10.279,0.128,0.143
1,0.0,0.1,0.05,0.1,0.05,0.1,0.0,0.1,0.1,0.0,0.0,0.05,0.1,0.05,0.1,0.1,0.0,0.056,0.028,0.056,0.028,0.056,0.0,0.056,0.056,0.0,0.0,0.028,0.056,0.028,0.056,0.056,0.057,0.034,0.043,0.046,0.04,0.047,0.051,0.039,0.047,0.035,-0.0,-1.78,-0.012,-0.017,-0.0,0.003,-0.005,-0.148,-0.042,-0.971,-0.004,0.002,-0.002,-0.494,0.037,0.08,0.014,0.031,0.004,-0.256,-0.081,-2.582,0.017,0.04,0.005,-0.007,0.126,-3.968,-0.013,0.029,-0.005,-1.36,-0.08,-2.977,0.026,0.03,-0.003,-1.023,-0.14,-7.065,0.034,0.046,0.007,-1.582,0.106,-8.75,0.031,0.062,0.005,-0.177,0.166,-10.928,0.033,0.068,-0.004,-0.078,0.132,-10.189,0.094,0.086
1,0.1,0.1,0.1,0.0,0.05,0.1,0.15,0.05,0.05,0.1,0.05,0.05,0.1,0.0,0.0,0.0,0.033,0.033,0.033,0.0,0.017,0.033,0.05,0.017,0.017,0.033,0.017,0.017,0.033,0.0,0.0,0.0,0.097,0.058,0.063,0.054,0.067,0.074,0.051,0.074,0.053,0.078,0.003,-3.659,-0.084,-2.324,0.0,0.001,0.005,2.251,0.005,-0.494,0.014,0.014,0.009,-0.314,-0.086,-0.61,-0.008,0.017,0.004,-0.173,0.051,-2.52,-0.018,0.01,0.002,-2.217,-0.005,-0.937,-0.029,0.003,0.0,-1.534,0.056,-1.752,-0.014,0.015,0.004,-1.015,-0.151,-0.895,-0.012,0.054,-0.0,-3.605,0.055,0.285,-0.023,0.073,-0.002,2.96,-0.028,-2.847,-0.02,0.087,0.002,-3.006,0.127,-5.926,-0.024,0.081
1,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.1,0.15,0.1,0.0,0.1,0.25,0.0,0.023,0.023,0.0,0.0,0.023,0.0,0.046,0.0,0.023,0.046,0.069,0.046,0.0,0.046,0.114,0.076,0.032,0.07,0.043,0.067,0.03,0.077,0.026,0.08,0.041,0.001,-2.81,0.083,-0.407,0.002,0.005,-0.001,2.962,-0.023,1.061,0.009,0.015,-0.002,-0.191,-0.12,0.025,0.01,0.016,-0.006,0.961,-0.047,-1.072,-0.008,0.001,-0.004,-2.315,-0.11,2.175,-0.023,-0.02,0.002,0.921,-0.101,1.496,-0.029,-0.024,0.0,-5.519,0.04,5.328,-0.05,-0.03,0.008,1.05,0.007,4.548,-0.077,-0.054,0.002,-4.323,0.05,3.809,-0.084,-0.063,0.0,-0.418,-0.219,1.774,-0.1,-0.064
1,0.0,0.0,0.2,0.0,0.05,0.1,0.0,0.1,0.05,0.15,0.05,0.05,0.1,0.0,0.1,0.05,0.0,0.0,0.096,0.0,0.024,0.048,0.0,0.048,0.024,0.072,0.024,0.024,0.048,0.0,0.048,0.024,0.063,0.053,0.062,0.036,0.05,0.041,0.064,0.048,0.038,0.064,0.001,-1.046,0.058,-0.662,-0.002,-0.005,0.001,-0.653,0.042,-0.933,-0.024,-0.012,-0.002,-2.375,-0.002,0.548,0.007,-0.017,0.0,2.577,-0.037,0.135,0.005,-0.009,-0.001,0.498,-0.054,4.449,-0.005,-0.002,-0.0,-0.08,-0.088,7.56,0.03,-0.007,-0.001,-0.409,-0.084,4.802,0.018,-0.026,-0.002,1.951,-0.126,-2.732,0.023,-0.023,-0.001,2.778,-0.017,2.89,0.012,-0.018,-0.001,-0.621,-0.17,1.189,0.011,-0.014
1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.2,0.05,0.05,0.0,0.05,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.093,0.0,0.093,0.023,0.023,0.0,0.023,0.116,0.047,0.07,0.056,0.049,0.066,0.032,0.068,0.053,0.045,0.056,0.04,0.001,-1.347,0.02,-1.017,0.0,0.003,-0.0,-0.144,-0.054,-1.187,-0.029,-0.017,0.0,-0.533,0.08,3.396,-0.047,-0.02,-0.001,-1.038,-0.108,-3.549,-0.048,-0.022,0.0,0.398,-0.087,0.411,-0.026,-0.012,0.001,-1.934,0.068,2.03,-0.046,-0.026,0.0,1.36,-0.119,-5.498,-0.053,-0.015,-0.003,0.082,-0.152,-2.627,-0.022,-0.014,-0.002,-0.243,-0.07,-0.914,-0.007,0.012,-0.001,2.103,-0.077,2.821,0.005,0.056
1,0.15,0.2,0.0,0.0,0.2,0.05,0.05,0.05,0.0,0.0,0.0,0.1,0.05,0.1,0.05,0.0,0.063,0.085,0.0,0.0,0.085,0.021,0.021,0.021,0.0,0.0,0.0,0.042,0.021,0.042,0.021,0.0,0.079,0.042,0.07,0.038,0.071,0.039,0.077,0.054,0.062,0.043,-0.002,-3.435,0.049,-0.319,-0.0,0.012,-0.007,1.276,-0.106,0.173,0.024,0.007,0.003,-1.238,-0.039,-1.322,0.023,0.008,-0.001,2.038,-0.082,-0.224,0.048,0.013,-0.009,-1.56,0.115,-1.428,0.046,0.016,0.005,4.205,0.255,-1.643,0.06,0.04,0.007,0.36,-0.042,-1.198,0.075,0.071,-0.005,3.145,-0.159,-0.596,0.117,0.091,0.003,2.901,0.056,-2.732,0.119,0.102,0.003,3.286,-0.009,-4.863,0.118,0.12
1,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.15,0.1,0.1,0.1,0.05,0.0,0.05,0.2,0.05,0.025,0.0,0.025,0.025,0.025,0.0,0.0,0.074,0.049,0.049,0.049,0.025,0.0,0.025,0.098,0.025,0.057,0.049,0.061,0.051,0.032,0.047,0.044,0.064,0.053,0.05,-0.0,0.074,-0.077,-1.03,-0.002,0.002,-0.001,-0.565,0.006,-0.319,-0.024,-0.017,0.002,-3.589,-0.066,-1.186,-0.043,-0.048,-0.003,-3.659,-0.057,-3.191,-0.066,-0.071,-0.002,-4.173,-0.021,0.06,-0.03,-0.059,0.0,-2.447,-0.027,-2.395,-0.039,-0.062,-0.002,-3.611,0.087,-0.332,-0.004,-0.059,0.0,-5.424,-0.248,3.886,-0.018,-0.075,0.002,-5.236,0.125,2.612,-0.067,-0.09,-0.001,-3.911,-0.058,5.468,-0.046,-0.064
1,0.15,0.05,0.0,0.15,0.05,0.0,0.0,0.0,0.15,0.0,0.05,0.05,0.0,0.05,0.15,0.15,0.083,0.028,0.0,0.083,0.028,0.0,0.0,0.0,0.083,0.0,0.028,0.028,0.0,0.028,0.083,0.083,0.05,0.054,0.052,0.042,0.034,0.048,0.053,0.05,0.033,0.031,0.001,-0.219,-0.235,-0.188,-0.001,0.003,-0.001,-0.564,0.073,-2.5,-0.008,0.001,-0.0,-1.536,0.147,-1.127,0.021,0.0,-0.002,1.7,-0.198,-2.286,0.016,0.006,0.002,1.774,0.077,-3.267,-0.018,-0.007,0.006,-2.77,0.129,-3.985,-0.044,-0.057,-0.003,-3.661,-0.495,-3.016,-0.016,-0.078,-0.005,-3.339,0.036,-1.553,-0.009,-0.057,-0.004,0.74,-0.195,-2.799,-0.016,-0.049,-0.006,-0.503,-0.371,-0.921,0.023,-0.056
1,0.05,0.15,0.05,0.05,0.1,0.2,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.05,0.0,0.05,0.028,0.083,0.028,0.028,0.055,0.111,0.0,0.083,0.0,0.0,0.0,0.0,0.083,0.028,0.0,0.028,0.055,0.044,0.046,0.05,0.033,0.046,0.043,0.045,0.038,0.045,-0.003,-1.268,-0.111,-0.011,-0.0,0.003,0.001,-0.703,0.065,0.673,0.03,-0.004,-0.004,-1.139,-0.171,0.201,0.018,-0.032,-0.002,-0.121,0.048,-1.171,0.023,-0.02,0.003,0.355,-0.107,-1.93,0.023,0.003,-0.001,-1.049,0.12,-0.365,0.042,0.031,-0.0,0.165,-0.033,2.672,0.036,0.03,0.002,-0.066,0.098,1.544,0.02,-0.016,-0.004,2.739,-0.123,0.67,0.025,-0.007,0.001,0.389,-0.017,-1.126,0.026,0.002
1,0.05,0.05,0.15,0.05,0.05,0.0,0.0,0.15,0.2,0.0,0.0,0.05,0.0,0.15,0.1,0.0,0.031,0.031,0.093,0.031,0.031,0.0,0.0,0.093,0.124,0.0,0.0,0.031,0.0,0.093,0.062,0.0,0.047,0.036,0.04,0.046,0.023,0.037,0.035,0.049,0.033,0.034,-0.001,-0.554,-0.125,-0.435,-0.002,-0.004,-0.002,-0.16,0.065,2.193,-0.006,0.001,0.001,-1.085,-0.012,2.588,0.027,0.006,0.001,-2.146,0.012,1.122,0.014,-0.005,-0.0,0.106,-0.062,3.765,0.01,-0.003,0.0,-2.166,-0.004,2.586,-0.017,-0.021,-0.002,0.182,0.039,0.656,-0.013,-0.016,-0.002,-1.327,-0.182,0.689,0.044,-0.012,0.004,-1.74,0.141,5.364,0.045,0.012,-0.006,-1.242,-0.152,2.332,0.008,-0.029
1,0.0,0.05,0.05,0.1,0.0,0.05,0.05,0.15,0.05,0.05,0.0,0.05,0.15,0.05,0.05,0.15,0.0,0.024,0.024,0.048,0.0,0.024,0.024,0.072,0.024,0.024,0.0,0.024,0.072,0.024,0.024,0.072,0.061,0.047,0.056,0.053,0.048,0.038,0.037,0.061,0.058,0.057,0.002,-0.929,-0.008,-0.615,0.001,0.007,-0.002,1.266,-0.06,-6.307,0.006,0.005,-0.001,-0.16,-0.063,-6.17,0.038,0.004,0.005,0.859,0.152,-6.796,0.043,0.012,-0.002,2.536,-0.112,-5.039,0.036,0.02,-0.003,1.182,-0.155,-5.03,0.041,0.017,-0.004,2.612,-0.031,-3.17,0.034,0.027,-0.002,-0.249,-0.183,-5.254,0.002,-0.01,-0.005,0.361,-0.147,-3.311,0.023,0.012,-0.005,1.445,-0.074,-1.674,0.049,0.04
1,0.1,0.05,0.15,0.1,0.15,0.0,0.0,0.0,0.05,0.1,0.0,0.05,0.1,0.0,0.05,0.1,0.051,0.025,0.076,0.051,0.076,0.0,0.0,0.0,0.025,0.051,0.0,0.025,0.051,0.0,0.025,0.051,0.075,0.03,0.059,0.036,0.054,0.048,0.052,0.04,0.061,0.039,0.002,-2.38,-0.085,-0.634,0.0,-0.002,-0.002,2.364,-0.062,-5.36,-0.001,0.001,-0.001,-0.816,0.064,-3.037,-0.016,-0.004,-0.002,2.004,-0.012,-1.428,-0.009,0.009,-0.004,-0.506,0.039,-2.467,-0.043,-0.017,-0.004,0.466,-0.209,1.237,-0.064,-0.032,0.002,0.173,0.103,3.223,-0.057,-0.017,0.004,-0.11,0.059,6.018,-0.028,-0.021,0.002,0.525,-0.231,5.005,-0.037,-0.025,0.003,0.705,0.234,4.689,-0.051,-0.033
1,0.15,0.05,0.0,0.05,0.05,0.05,0.0,0.15,0.0,0.1,0.0,0.05,0.0,0.05,0.2,0.1,0.079,0.026,0.0,0.026,0.026,0.026,0.0,0.079,0.0,0.053,0.0,0.026,0.0,0.026,0.106,0.053,0.059,0.055,0.036,0.052,0.047,0.055,0.048,0.041,0.037,0.041,0.003,-1.24,0.216,-0.388,-0.002,0.005,-0.001,-0.533,0.01,2.088,-0.019,-0.003,-0.0,1.523,-0.049,-3.322,-0.016,-0.006,-0.001,-1.404,-0.168,-2.148,0.005,-0.014,-0.005,-0.438,-0.313,0.372,-0.014,-0.017,-0.005,-2.014,-0.272,-0.564,-0.041,-0.052,-0.001,-1.063,-0.188,-8.49,-0.045,-0.049,0.002,-1.795,-0.084,-7.868,-0.014,-0.047,0.003,-1.717,0.213,-6.536,-0.004,-0.035,-0.001,-1.582,0.256,-5.353,-0.002,-0.015
1,0.05,0.0,0.0,0.25,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.1,0.2,0.05,0.15,0.03,0.0,0.0,0.148,0.059,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.059,0.118,0.03,0.089,0.056,0.042,0.037,0.04,0.036,0.03,0.053,0.039,0.031,0.044,0.001,-1.364,-0.097,-0.244,-0.003,-0.004,-0.005,0.601,-0.201,1.357,0.011,0.008,-0.0,1.673,-0.209,-0.771,0.006,0.019,0.003,-0.126,0.317,0.697,0.036,0.023,-0.0,-0.249,0.138,0.295,0.007,-0.011,-0.003,1.291,-0.129,2.177,0.019,0.008,-0.003,-1.329,-0.157,6.98,0.009,0.007,-0.001,0.211,-0.164,6.184,-0.038,-0.031,0.004,0.675,0.291,3.933,-0.037,-0.009,0.0,-2.279,0.206,3.374,-0.06,-0.031
1,0.05,0.05,0.25,0.05,0.1,0.0,0.0,0.05,0.15,0.05,0.05,0.0,0.05,0.05,0.0,0.1,0.027,0.027,0.136,0.027,0.055,0.0,0.0,0.027,0.082,0.027,0.027,0.0,0.027,0.027,0.0,0.055,0.051,0.044,0.042,0.041,0.034,0.051,0.065,0.046,0.03,0.05,0.001,-0.37,0.013,-0.748,-0.001,0.002,-0.0,-0.424,-0.089,2.515,-0.01,-0.003,-0.002,-0.636,0.031,1.257,-0.029,-0.018,-0.001,-0.423,-0.123,3.717,-0.037,-0.023,-0.0,-0.593,-0.081,4.618,-0.004,-0.022,-0.001,-3.204,-0.253,3.838,-0.035,-0.064,-0.001,-3.186,-0.146,3.988,-0.013,-0.036,-0.002,-0.627,0.033,5.61,0.011,-0.0,-0.001,0.733,-0.043,2.033,0.016,0.009,-0.002,-1.921,0.018,-1.516,0.016,0.017
1,0.0,0.15,0.0,0.05,0.05,0.2,0.0,0.2,0.0,0.0,0.0,0.05,0.15,0.1,0.05,0.0,0.0,0.082,0.0,0.027,0.027,0.11,0.0,0.11,0.0,0.0,0.0,0.027,0.082,0.055,0.027,0.0,0.064,0.054,0.035,0.042,0.056,0.035,0.037,0.056,0.04,0.032,-0.001,-1.881,-0.009,-0.119,-0.0,0.003,-0.003,-0.111,-0.023,-2.83,0.003,0.011,0.0,0.241,0.042,-3.594,0.008,0.018,0.004,-0.547,0.005,-0.77,-0.002,0.027,-0.002,-0.186,-0.021,-2.067,0.002,0.038,0.001,0.235,-0.042,-3.011,0.005,0.053,-0.001,-0.279,0.077,0.514,-0.003,0.065,-0.002,-2.079,-0.048,-0.873,-0.021,0.036,0.004,2.261,-0.027,-2.512,-0.014,0.049,0.006,0.762,0.072,-3.784,-0.013,0.062
1,0.0,0.1,0.0,0.0,0.0,0.15,0.05,0.15,0.0,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.0,0.045,0.0,0.0,0.0,0.068,0.023,0.068,0.0,0.023,0.045,0.023,0.023,0.023,0.045,0.068,0.07,0.051,0.046,0.073,0.053,0.041,0.051,0.05,0.048,0.065,0.007,-1.888,0.055,-0.152,-0.001,-0.002,0.004,-0.479,-0.069,0.313,0.028,0.002,0.002,-0.079,-0.008,2.808,0.02,0.012,0.001,-2.864,0.034,0.72,0.009,-0.017,-0.002,-1.71,-0.069,0.642,-0.003,-0.031,-0.004,1.047,-0.174,-0.523,-0.003,-0.048,-0.005,-0.895,-0.041,-3.093,-0.006,-0.038,-0.005,-1.181,-0.094,0.772,-0.019,-0.031,-0.002,-1.729,-0.113,-0.904,-0.058,-0.057,-0.003,-2.341,-0.223,-0.416,-0.039,-0.01
1,0.05,0.1,0.0,0.1,0.1,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.03,0.059,0.0,0.059,0.059,0.089,0.0,0.059,0.0,0.0,0.0,0.0,0.059,0.059,0.0,0.119,0.051,0.04,0.026,0.055,0.032,0.044,0.046,0.034,0.044,0.034,0.002,-1.203,0.098,-0.091,0.003,0.02,-0.001,-0.63,-0.041,0.746,0.03,0.013,0.004,1.999,0.1,-0.139,0.034,0.014,0.001,-0.254,0.107,0.799,0.046,0.033,-0.003,1.816,-0.139,1.663,0.081,0.033,-0.003,2.037,-0.207,1.008,0.089,0.029,-0.002,0.686,-0.234,-0.437,0.091,0.034,-0.003,2.476,-0.016,0.917,0.116,0.062,-0.003,2.84,-0.244,-3.483,0.127,0.09,-0.003,1.878,-0.373,-5.263,0.135,0.106
1,0.25,0.1,0.0,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.05,0.05,0.3,0.161,0.064,0.0,0.032,0.032,0.0,0.0,0.032,0.032,0.0,0.0,0.0,0.032,0.032,0.032,0.193,0.033,0.027,0.028,0.033,0.038,0.045,0.03,0.043,0.041,0.037,0.005,-0.417,0.59,0.075,-0.0,0.007,0.004,-0.482,0.343,0.38,0.023,-0.001,0.0,0.668,0.11,-0.969,0.016,-0.009,-0.001,0.745,-0.088,-0.441,0.022,-0.007,-0.002,0.914,-0.226,0.056,0.03,-0.0,-0.001,0.758,-0.214,0.714,0.039,0.011,-0.002,3.083,-0.203,1.243,0.049,0.025,-0.001,2.465,-0.237,2.276,0.062,0.04,-0.004,0.76,-0.363,0.407,0.051,0.026,-0.004,2.192,-0.443,1.163,0.067,0.048
1,0.1,0.05,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.05,0.0,0.1,0.05,0.0,0.1,0.15,0.052,0.026,0.052,0.052,0.052,0.0,0.0,0.0,0.052,0.026,0.0,0.052,0.026,0.0,0.052,0.078,0.063,0.044,0.054,0.041,0.046,0.053,0.05,0.033,0.062,0.033,0.001,-1.532,0.077,-0.418,-0.003,-0.0,0.001,0.295,0.195,1.237,0.007,0.015,-0.003,-0.026,-0.037,-1.421,0.003,0.017,-0.001,2.209,-0.097,-0.332,0.008,0.028,0.001,0.407,-0.076,-0.582,-0.023,0.012,0.001,-1.059,-0.07,0.026,-0.0,0.008,0.006,0.511,0.126,-0.619,-0.001,0.013,0.001,2.207,0.012,3.741,-0.024,0.008,0.002,-0.323,0.154,5.646,-0.018,0.02,-0.004,0.601,0.063,5.468,-0.03,0.024
1,0.05,0.1,0.05,0.05,0.05,0.1,0.0,0.1,0.1,0.05,0.0,0.0,0.05,0.0,0.05,0.25,0.028,0.056,0.028,0.028,0.028,0.056,0.0,0.056,0.056,0.028,0.0,0.0,0.028,0.0,0.028,0.139,0.055,0.049,0.046,0.03,0.047,0.049,0.03,0.046,0.049,0.042,0.002,-1.431,0.098,-0.091,-0.0,0.002,-0.002,-0.347,-0.047,2.146,-0.012,-0.007,-0.004,-0.634,0.017,1.762,-0.028,-0.037,-0.002,1.263,-0.068,-4.609,-0.024,-0.03,-0.002,-0.975,-0.032,-1.526,-0.038,-0.033,-0.002,-0.414,0.013,-0.932,-0.025,-0.007,0.003,0.754,-0.102,0.215,0.009,-0.013,0.004,0.527,0.016,-0.868,0.009,-0.02,0.002,-1.168,-0.006,-2.919,0.003,-0.014,-0.002,-0.187,-0.129,-0.679,0.027,0.01
1,0.0,0.05,0.0,0.05,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.05,0.15,0.05,0.3,0.0,0.03,0.0,0.03,0.061,0.061,0.0,0.061,0.0,0.0,0.0,0.03,0.03,0.091,0.03,0.182,0.051,0.038,0.038,0.049,0.023,0.044,0.03,0.034,0.051,0.036,0.005,-1.324,0.22,-0.019,-0.0,0.01,0.003,1.338,-0.002,-0.994,-0.001,-0.002,0.003,0.753,-0.067,-0.368,0.029,-0.014,0.001,-0.755,-0.129,-1.701,0.003,-0.032,-0.001,2.789,0.023,-2.611,0.006,-0.018,-0.002,-0.009,-0.131,-2.008,0.041,-0.014,-0.002,1.624,0.084,-5.818,0.046,0.001,-0.002,-0.252,-0.06,-8.013,0.043,0.003,-0.001,-0.839,-0.326,-7.517,0.066,0.026,-0.003,1.56,-0.151,-7.005,0.094,0.061
1,0.0,0.0,0.1,0.05,0.05,0.1,0.0,0.05,0.1,0.05,0.05,0.1,0.05,0.05,0.1,0.15,0.0,0.0,0.051,0.025,0.025,0.051,0.0,0.025,0.051,0.025,0.025,0.051,0.025,0.025,0.051,0.076,0.045,0.049,0.046,0.059,0.038,0.045,0.069,0.043,0.055,0.043,-0.001,-0.417,0.275,-0.177,-0.002,0.004,0.002,-0.841,0.267,2.643,-0.012,-0.0,-0.003,-0.701,0.044,3.653,0.02,0.01,0.001,-2.526,0.036,3.263,0.002,-0.03,-0.002,-0.195,-0.088,2.916,-0.011,-0.059,0.003,0.263,-0.172,-4.85,-0.008,-0.055,0.0,-2.583,-0.308,-1.15,-0.024,-0.062,0.003,-1.51,-0.408,-2.368,-0.027,-0.044,-0.001,-1.841,-0.259,-1.536,-0.013,-0.017,-0.004,0.496,-0.194,0.405,0.006,0.007
1,0.2,0.05,0.05,0.1,0.0,0.0,0.0,0.05,0.15,0.0,0.05,0.05,0.05,0.0,0.15,0.1,0.108,0.027,0.027,0.054,0.0,0.0,0.0,0.027,0.081,0.0,0.027,0.027,0.027,0.0,0.081,0.054,0.047,0.044,0.055,0.051,0.053,0.051,0.052,0.039,0.035,0.034,-0.002,-0.346,0.192,-0.119,-0.001,0.007,0.001,0.721,-0.03,0.798,0.008,0.009,-0.003,0.361,-0.106,1.709,0.021,0.027,0.002,0.245,-0.175,0.638,-0.008,0.008,-0.003,-0.67,-0.315,1.758,0.023,0.005,-0.001,-0.033,-0.225,-1.316,0.022,0.016,0.001,-1.447,0.182,-2.636,-0.012,-0.006,-0.0,-0.894,0.182,-1.925,0.026,-0.004,0.002,0.225,-0.028,-0.722,0.047,0.028,0.002,0.975,0.254,1.026,0.07,0.058
1,0.05,0.05,0.05,0.1,0.05,0.0,0.0,0.1,0.05,0.05,0.0,0.1,0.15,0.0,0.15,0.1,0.025,0.025,0.025,0.05,0.025,0.0,0.0,0.05,0.025,0.025,0.0,0.05,0.075,0.0,0.075,0.05,0.07,0.039,0.056,0.051,0.035,0.051,0.036,0.062,0.038,0.061,0.0,-2.281,-0.085,-0.238,-0.002,-0.001,-0.001,2.711,-0.215,-0.889,-0.003,-0.002,-0.004,-0.295,-0.035,0.124,0.019,-0.004,-0.0,1.612,0.17,-0.773,0.016,-0.003,-0.001,2.874,-0.119,3.211,-0.001,-0.01,-0.003,2.224,-0.177,4.466,0.009,0.003,-0.007,3.77,-0.011,3.267,-0.036,-0.023,-0.0,-0.532,-0.049,4.811,-0.001,-0.028,0.002,2.63,0.095,7.608,0.01,-0.012,0.002,1.218,0.032,10.179,0.023,0.009
